,date,publication,words,author,title,intro
0,2013-02-09,Le Monde,2019mots,Stéphane Foucart,Notre civilisation pourrait-elle s'effondrer ? Personne ne veut y croire,"  ...  et déterminant partiellement le tout, deux phénomènes globaux liés à nos émissions de gaz à  effet  de  serre : le  réchauffement  climatique et l'acidification des océans. L'humanité a donc devant elle ..."
1,2013-01-16,Le Monde,324mots,P. L. H.,Transition énergétique : le clair-obscur de l'Académie,"  ...  la transition énergétique n'a de vrai sens qu'en regard des menaces que le  changement  climatique fait peser sur la planète. Or, devant les journalistes, M. Candel a fait état de ..."
2,2013-03-20,Le Monde,335mots,Gilles van Kote,Une planète très « viande »,"  ...  les droits des animaux, mais aussi sur l'environnement et le climat. En effet, l'élevage pèse 18 % des émissions mondiales de gaz à  effet  de  serre responsables du  changement  climatique.  ..."
3,2013-04-01,Le Monde,278mots,par Hervé Kempf,Le temps presse,"  ...  des sciences, on a pu s'informer de la  « financiarisation de la nature » , des  « fausses solutions au  changement  climatique : agrocarburants, bioénergie industrielle, nucléaire... » , de la géoingénierie, des migrations climatiques, etc.  ..."
4,2013-01-23,Le Monde,604mots,Corine Lesnes,L'Amérique solidaire et égalitaire de M. Obama,"  ... 'égalité pour les homosexuels dans un discours d'investiture, ainsi que la lutte contre le  changement  climatique :  « Nous répondrons à la menace de  changement  climatique, sachant que ne pas le faire serait ..."
5,2013-04-29,Le Monde,373mots,Stéphane Foucart,Climat : l'offensive de M. Obama contre les « négateurs »,"  ...  sur Twitter, depuis le compte officiel du président américain Barack Obama.  « Dites aux négateurs du  changement  climatique qui siègent au Congrès d'arrêter d'ignorer les preuves écrasantes de la science » , enjoint ..."
6,2013-04-22,Le Monde,284mots,par Hervé Kempf,Sables mortels,  ...  respect de l'environnement. Le Canada a aussi quitté le protocole de Kyoto sur le  changement  climatique et la convention sur la désertification. Quant aux émissions de gaz à  effet  de serre ...
7,2013-01-25,Le Monde,451mots,Philippe Escande,"Au Forum de Davos, la question des risques naturels ravive les enjeux du long terme","  ...  inégalités de revenus, la dérive des budgets et la hausse des émissions de gaz à  effet  de  serre. En termes d'impact, le risque le plus grave serait une faillite financière généralisée ..."
8,2013-02-09,Le Monde,328mots,S. Fo.,Changement climatique : près de soixante études par jour,  Vouloir rendre compte de la recherche sur le  changement  climatique est à la fois impossible et déprimant. Déprimant parce que la majorité des études publiées dressent un tableau assez sombre de l ...
9,2013-04-16,Le Monde,769mots,,L'hydrogène et la transition énergétique allemande,"...  écologiste américain Bill McKibben, l'Allemagne est en première ligne de la lutte contre le  changement  climatique :  « Une alternative claire et les meilleures nouvelles de l'année 2012 sont venues d'Allemagne ..."
10,2013-04-19,Le Monde,381mots,Gilles van Kote,L'agriculture mondiale en quête de réponses au changement climatique,"  ...  Faim, nutrition et justice climatique », s'est insurgé contre le fardeau que fait peser le  changement  climatique provoqué par les pays industrialisés sur les populations les plus vulnérables de la planète, ainsi ..."
11,2013-01-11,Le Monde,1066mots,"Propos recueillis par Marie-Béatrice Baudet, Denis Cosnard et Pierre Le Hir","Christophe de Margerie : « Le changement climatique, c'est sérieux... »","  ...  population mondiale, 2 % des énergies primaires consommées et 1,2 % des émissions de gaz à  effet  de  serre. François Hollande appelle à la création d'une communauté européenne de l'énergie. Y ..."
12,2013-02-12,Le Monde,773mots,Julien Bouissou,"Au Bangladesh, survivre avec le changement climatique",  ... Le Bangladesh est l'un des pays les plus vulnérables au  changement  climatique. Les deux tiers de ses terres culminent à moins de 5 mètres audessus du niveau de la mer ...
13,2013-02-19,Le Monde,651mots,Corine Lesnes,"Face à l'obstacle du Congrès, la menace de recourir aux décrets",  ...  du sauvetage de la planète un impératif moral.  « Ne pas répondre à la menace du  changement  climatique serait trahir nos enfants et les générations futures. Certains nient encore le jugement accablant de ...
14,2013-02-12,Le Monde,259mots,Propos recueillis par J. Bo.,Hasan Mahmud : « Il y a déjà des centaines de milliers de réfugiés climatiques dans le pays »,  ...  pays pollueurs pour aider des pays comme le sien à faire face aux conséquences du  changement  climatique. Le Bangladesh estil déjà affecté par le  changement  climatique ? Toute la population du Bangladesh ...
15,2013-03-29,Le Monde,592mots,Laurence Caramel,Climat : l'Europe se projette en 2030,"  ...  financière qui la mine ne doit pas détourner l'Europe de la lutte contre le  changement  climatique : Connie Hedegaard et Gunther Oettinger, respectivement commissaire au climat et à l'énergie, ont annoncé ..."
16,2013-02-21,Le Monde,585mots,Catherine Vincent,Faut-il interdire le commerce de l'ours polaire ?,"  ...  000 représentants, souffre avant tout de la disparition de son habitat. Sous l'effet du  réchauffement  climatique, la banquise estivale ne cesse de s'amenuiser. Or, l'espèce en dépend presque entièrement ..."
17,2013-02-08,Le Monde,670mots,Sylvain Cypel,M. Obama de nouveau face aux défis d'une politique écologique,  ...  l'arme réglementaire et l'EPA pour tenter de limiter les émissions de gaz à  effet  de  serre. Autre question : M. Obama maintiendratil son vieil engagement de  « créer 5 millions ...
18,2013-01-23,Le Monde,198mots,,Fortes émanations de gaz « non toxique » dans une usine de Rouen,... (AFP.) Un surcoût de 700 milliards de dollars par an pour éviter les dégâts du  changement  climatique Le monde devrait dépenser 700 milliards de dollars (524 milliards d'euros) supplémentaires par an ...
19,2013-02-09,Le Monde,465mots,Stéphane Foucart,La résistance inattendue des glaces du Groenland,"  ...  n'est pas un analogue parfait du climat actuel, réchauffé par une augmentation de l'effet  de  serre. Une étude comparative publiée en 2011 dans  Climate of the Past , montre de grandes ..."
20,2013-04-18,Le Monde,339mots,Jean-Pierre Stroobants,Le plan de sauvetage du marché carbone rejeté,"  ...  2005 pour permettre à l'UE d'atteindre ses objectifs de réduction de gaz à  effet  de  serre. Ils ont également évoqué les menaces, pour la compétitivité des entreprises et la facture ..."
21,2013-03-09,Le Monde,729mots,Stéphane Foucart et Pierre Le Hir,Un réchauffement sans précédent depuis 11 000 ans,  ...  celles d'aujourd'hui » . M. Mann se dit  « certain »  que  « les professionnels du déni du  changement  climatique attaqueront cette nouvelle étude et ses auteurs » . Il sait de quoi il parle. En 1998 ...
22,2013-01-05,Le Monde,401mots,Pierre Le Hir,"Avec le réchauffement, les tourbières se transforment en émetteurs de CO2","  ...  pourraient se comporter non plus en puits, mais en sources de CO2. Renforçant ainsi l'effet  de  serre au lieu de l'atténuer. C'est ce que montre pour la première fois ..."
23,2013-02-20,Le Monde,187mots,,La France demande une réforme du marché européen du carbone,...  des réformes plus structurelles en fixant un objectif de réduction d'émissions de gaz à  effet  de  serre à long terme :  40 % en 2030 et  60 % en 2040.   (AEF.) Seulement 45 % des ...
24,2013-04-27,Le Monde,597mots,Claudine Wéry,Les petites îles du Pacifique se cherchent un nouveau modèle de développement,"  ...  les microEtats du Pacifique sont parmi les plus exposés au monde aux conséquences du  réchauffement  climatique : acidification de l'océan, multiplication des catastrophes naturelles, dégradation des récifs coralliens, élévation du niveau ..."
25,2013-01-17,Le Monde,373mots,S. Fo.,"Les particules du diesel et des feux de bois, deuxième facteur du réchauffement",  ...  évaluation de la contribution des suies  ces particules carbonées produites par des combustions incomplètes  au  changement  climatique et parvient à un résultat saisissant. Selon Tami Bond (université de l'Illinois à Urbana ...
26,2013-04-26,Le Monde,484mots,Stéphane Foucart,Climat : la catastrophe annoncée,"  ...  York, ils verront de l'eau dans leur salon et ils se diront : «Tiens, le  changement  climatique est une réalité!» Chez nous, aux Maldives, l'eau est déjà dans la maison. »  En ..."
27,2013-02-23,Le Monde,629mots,Pierre Le Hir,L'Europe en quête de carburants vraiment « verts »,"  ...  mal,  ditelle simplement,  que sur un projet dont l'objectif est la réduction des gaz à  effet  de  serre, nous n'aboutissions pas à une solution allant dans ce sens. »  ..."
