,date,publication,words,author,title,intro
0,2017-10-13,Le Monde,495mots,Gaïdz Minassian,Le nouvel art de la guerre (et de la paix),"  ...  mais jamais les auteurs de ce crime des crimes? Enfin, pourquoi avoir préféré l'expression «  changement  climatique » à celle de «  réchauffement  climatique » ou de « dérèglement climatique » , employées par la grande majorité des ..."
1,2017-12-29,Le Monde,1045mots,Stéphane Foucart,"Réchauffement : 2017, troisième année record d'affilée","  ...  de l'inertie du système climatique, alors que les émissions humaines du principal gaz à  effet  de  serre stagnaient depuis 2014. Mais, comme le rappelle Valérie ­MassonDelmotte, « ces émissions sont estimées ..."
2,2017-11-15,Le Monde,1144mots,Clémentine Thiberge,Le réchauffement climatique affecte notre santé mentale,"  ...  NouvelleOrléans, Brandi Wagner n'est pas un cas isolé. « Quand les gens pensent au  changement  climatique, ils pensent d'abord à ses effets sur l'environnement et sur la santé physique ..."
3,2017-09-30,Le Monde,2348mots,Catherine Vincent,Hulot face au marché,"  ...  multinationales . Et bien sûr « la solidarité avec nos enfants, avec ceux qui sont victimes du  changement  climatique . Deux mois plus tard, l'exenvoyé spécial de François Hollande pour le climat crée ..."
4,2017-10-28,Le Monde,914mots,Laurie Moniez,"Dans les anciennes mines, le grisou transformé en électricité","  ...  de l'Ouest. Ces évents laissent échapper à l'air libre du méthane, gaz à  effet  de  serre dont le potentiel en termes de  réchauffement  climatique est de vingt à cent fois ..."
5,2017-10-11,Le Monde,614mots,Simon Roger,L'administration américaine abroge le plan de Barack Obama contre le charbon,"  ...  président républicain s'oppose, une fois de plus, aux engagements de réduction des gaz à  effet  de  serre pris par son prédécesseur pour endiguer le  réchauffement  climatique. Mardi 10 octobre, Scott Pruitt ..."
6,2017-12-12,Le Monde,2558mots,"Rémy Barroux, Audrey Garric, Pierre Le Hir et Simon Roger",Des solutions pour enrayer la surchauffe,"  ...  tiers des ­terres ­cultivables de la planète, génère 14,5 % des émissions de gaz à  effet  de  serre, contribue à la déforestation et consomme beaucoup d'eau.Et la situation ne peut ..."
7,2017-10-11,Le Monde,2556mots,"Simon Roger Simon Roger, Ile de Samoïlov, Tiksi, Iakoutsk (Sibérie),envoyé spécial Ile de Samoïlov, Tiksi, Iakoutsk (Sibérie),envoyé spécial","Le permafrost, l'autre menace climatique","  ... 'îlot de 5 km2 pâtit surtout de la dégradation du permafrost sous l'effet du  réchauffement  climatique. Appelés aussi pergélisol, ces sols dont la couche supérieure dégèle en saison chaude conservent en ..."
8,2017-11-21,Le Monde,793mots,Bernard Laponche,Transition énergétique : l'exécutif doit respecter la loi,  ...  lamentable sur celui des arguments utilisés pour justifier un tel renoncement. La lutte contre le  réchauffement  climatique a beau jeu. On néglige que ce sont les émissions totales de gaz à effet ...
9,2017-09-21,Le Monde,785mots,Service planète,Maria a doublé d'intensité en 24 heures,"  ...  se préparent au passage de l'ouragan, ont soulevé la question de la responsabilité du  changement  climatique. « Nous, les pays de la Caraïbe, nous ne sommes pas les grands émetteurs de gaz ..."
10,2017-12-19,Le Monde,1463mots,,"Climat : "" On ne mesure pas l'ampleur du danger ""","...  ainsi l'un des responsables politiques américains les plus emblématiques de la lutte contre le  changement  climatique et qui, depuis quarante ans, a mis la préservation de l'environnement au coeur de ..."
11,2017-10-20,Le Monde,1021mots,Stéphane Foucart,Le déclin des insectes atteindrait 80 % en trente ans,"  ...  facteurs interviennent localement, mais ne peuvent pas expliquer le déclin au cours du temps. » Le  changement  climatique écarté Parfois, c'est même le contraire. En théorie, l'augmentation de la température est ..."
12,2017-11-10,Le Monde,1045mots,Rémi Barroux,Avis de tempête entre Nicolas Hulot et les écologistes,"  ...  nucléaires, ce qui aurait nui aux objectifs nationaux de réduction des émissions de gaz à  effet  de  serre. « Vouloir absolument, au nom du pragmatisme, réviser les objectifs à la baisse, c'est ..."
13,2017-11-03,Le Monde,921mots,Simon Roger,Le nombre de déplacés climatiques explose,"  ...  internationale Oxfam, qui publie jeudi 2 novembre son premier rapport sur les « Déracinés par le  changement  climatique », estime que 23,5 millions de personnes ont été contraintes de fuir leur terre et ..."
14,2017-11-15,Le Monde,652mots,propos recueillis par C. My,Gilles Ramstein : « l'art est très utile pour penser l'avenir du climat »,"  ...  changements climatiques, environnementaux et sociétaux », formation en ligne destinée aux journalistes des pays francophones. Le  changement  climatique pose avec acuité la nécessité d'une approche pluri­disciplinaire. Pourquoi? Quand on aborde cette ..."
