,date,publication,words,author,title,intro
0,2014-04-01,Les Echos,724mots,JACQUES HENNO,L'entreprise face aux défis du réchauffement,"    ... Adaptation des équipements, sécurisation des approvisionnements, mais aussi nouveaux débouchés... Comment les entreprises anticipentelles les effets du changement  climatique ?  ...  "
1,2014-01-21,Les Echos,506mots,BENOIT GEORGES,La cartographie des risques selon Davos,"    ...  risques (économique, environnemental, technologique, sociétal et géopolitique), les sujets liés à l'économie et au  climat arrivent cette année largement en tête des préoccupations. Les crises financières, le niveau élevé de chômage ...  "
2,2014-02-06,Les Echos,414mots,JOEL COSSARDEAUX,"Réchauffement : 2013, une nouvelle année d'excès pour la planète","    ...  performance » de 2013 ne tient pas à El Niño. Ce phénomène  connu pour réchauffer le  climat  ne s'est pas manifesté, contrairement à l'année 2012 qui a été pourtant moins chaude ...  "
3,2014-02-06,Les Echos,269mots,LUCIE ROBEQUAIN,Les Etats-Unis vont aider les agriculteurs à s'adapter,    ... Barack Obama a annoncé hier la création de 7 pôles  climat. Ils devront aider les agriculteurs à adapter leurs cultures au changement  climatique.  ...  
4,2014-03-31,Les Echos,681mots,JOEL COSSARDEAUX,Les sévères conséquences du réchauffement climatique se confirment,"    ...  dernières données sur l'ampleur sans précédent du réchauffement, les experts sur l'évolution du  climat (Giec) dévoilent ce matin à Yokohama (Japon) leur diagnostic sur les impacts d'un tel changement ...  "
5,2014-04-02,Les Echos,213mots,EMMANUEL GUIMARD,Cesbron invente le simulateur de climat avec le CNRS et l'ENS,"    Passer en quelques minutes du  climat tropical humide d'Ahmadabad en Inde au froid sec du col du GrandSaintBernard. C'est possible grâce à l'Ecolab, un générateur de climat ...  "
6,2014-01-09,Les Echos,257mots,RENAUD HONORE,Climat : un consensus difficile à trouver,"    Il y a quelques années, l'Europe voulait faire de sa politique  climatique un modèle pour le reste du monde. Aujourd'hui, ces grandes ambitions ne sont plus tout à fait au ...  "
7,2014-02-06,Les Echos,336mots,JOEL COSSARDEAUX,ROBERT CALCAGNO : « Les mers sont les plus exposées au dérèglement »,    ...  réagissent les océans face au réchauffement ? Les mers sont les premières exposées aux dérèglements du  climat. Les océans absorbent 90 % de l'énergie produite par le réchauffement et jouent un rôle d ...  
8,2014-01-27,Les Echos,250mots,HERVé LE TREUT,Climat : la course au calcul,"    ...  sans précédent par son ampleur, CMIP5, coordonné par le Programme mondial de recherche sur le  climat. Construire un modèle  climatique, c'est construire une planète numérique à partir de toute une série ...  "
9,2014-04-01,Les Echos,313mots,VERONIQUE LE BILLON,EDF se confronte déjà aux aléas climatiques,    ...  canicule qui fait prendre conscience à EDF de la nécessité de conduire un plan aléa  climatique et ainsi de réfléchir à la protection contre les inondations et les variations thermiques. Depuis 2006 ...  
10,2014-01-30,Les Echos,453mots,,Taxe sur les transactions financières : c'est maintenant,        ...  les grandes pandémies comme le sida ou le paludisme et la lutte contre le changement  climatique. La mise en place d'une TTF européenne pourrait même  c'est notre conviction  être l ...  
11,2014-01-22,Les Echos,342mots,ANNE BAUER,Réalisme ou manque d'ambition ?,"    ...  sera franchie en 2020 pour atteindre 24 % en 2030, sans contrainte supplémentaire. Autant le paquet  climaténergie adopté en 2009 semblait volontaire, autant celuici paraît modeste. Au point qu'un député ...  "
12,2014-01-13,Les Echos,135mots,YANN VERDO,"Le réchauffement, une menace pour les abysses","    ...  pas. Mais adieu méduses, crabesaraignées et calamars, au rythme où s'accélère le réchauffement  climatique, ce n'est hélas pas impossible. C'est du moins ce que suggère une étude parue ...  "
13,2014-01-06,Les Echos,124mots,ELSA FREYSSENET,Energie : une loi clef pour l'alliance PS-Verts,"    ...  du chef de l'Etat, un an avant la conférence de l'ONU sur le  climat programmée à Paris en 2015. Il sera surtout scruté par les alliés écologistes de François Hollande ...  "
14,2014-04-23,Les Echos,428mots,,Nourrir la planète reste un défi majeur,"        ...  biodiversité, patrimoine biologique de la planète. Les méthodes agricoles doivent changer pour parer au changement  climatique et s'y adapter, avec des pratiques d'agroécologie : lutter contre l'érosion, développer une agriculture ...  "
15,2014-02-05,Les Echos,62mots,LES ECHOS,"Climat : Janvier 2014, mois le plus chaud depuis 1900","    ...  1900 ex aequo avec 1936 et 1988, a annoncé hier MétéoFrance dans son bilan  climatique mensuel.  « Les températures ont été supérieures à la normale pendant tout le mois sur l'ensemble ...  "
16,2014-01-17,Les Echos,268mots,JOEL COSSARDEAUX,La transition énergétique « à la française » étrillée,    ... La Cour des comptes pointe le caractère brouillon et le défaut de pilotage de la politique de lutte contre le changement  climatique.  ...  
17,2014-02-03,Les Echos,1743mots,THIBAUT MADELIN,« Les industriels allemands hésitent à investir en France »,    ...  Commission européenne a promis de tenir compte des contraintes de l'industrie dans sa politique  climatique. Avezvous espoir que cela arrive ? Cela dépendra très fortement des voix de l'Allemagne et ...  
18,2014-02-28,Les Echos,721mots,ERIC LE BOUCHER,Les écologistes ne servent à rien,"    ...  rapidement encore, avec des déclins des populations et des répartitions » . La lutte contre le réchauffement  climatique en est l'exemple le plus visible et le plus important, mais l'échec écologique est ...  "
19,2014-04-07,Les Echos,837mots,PAUL MOLGA,"Avec le réchauffement, les insectes porteurs de maladies migrent au nord","    ... Le changement  climatique ouvre de nouveaux écosystèmes aux moustiques. Fièvre jaune, paludisme, chikungunya... Une douzaine de maladies tropicales menacent les zones tempérées.  ...  "
20,2014-02-17,Les Echos,303mots,MASSIMO PRANDI,Inondations : les travaillistes durcissent le ton,"    ...  à son compte le diagnostic d'une partie importante de la communauté scientifique, le changement  climatique serait à l'origine des violentes intempéries qui s'abattent sur l'archipel britannique depuis plus ...  "
21,2014-04-18,Les Echos,763mots,JOEL COSSARDEAUX,Climat : les raisons de croire à un accord mondial en 2015,"    ... A vingt mois de la Conférence de Paris sur le  climat, la publication du rapport du Giec constitue une opportune piqûre de rappel sur la nécessité d'agir. Et fournit aux Etats ...  "
22,2014-03-11,Les Echos,861mots,MICHEL DE GRANDI,Anne Paugam : « Nous devons renouveler notre approche des pays en crise pour gagner en réactivité »,"    ...  de lutter contre la pauvreté dans les pays les moins avancés et contre le changement  climatique dans les émergents. Par exemple, le mandat d'intervention de l'AFD a été étendu en ...  "
23,2014-03-26,Les Echos,320mots,GUILLAUME DE CALIGNON,Le moral des patrons se redresse en mars,"    ... Le  climat des affaires a légèrement progressé ce moisci, confirmant le scénario d'une reprise « poussive ».  ...  "
24,2014-04-29,Les Echos,328mots,ANNE FEITZ,GDF Suez pénalisé par la douceur du climat en Europe,"    ...  sa part de marché se stabiliser  « à environ 50 % »  , précise le groupe. L'impact du  climat sur les comptes du groupe n'est pas négligeable : le chiffre d'affaires global a ainsi ...  "
25,2014-02-26,Les Echos,74mots,GUILLAUME DE CALIGNON,Pas d'embellie pour le climat des affaires,"    Le  climat des affaires est resté inchangé dans l'industrie manufacturière française en février, par rapport à janvier, a indiqué hier l'Insee. L'indicateur synthétique mesurant le moral des industriels est ...  "
26,2014-03-21,Les Echos,410mots,,Notre politique de l'énergie a besoin de plus d'Europe,        ...  vent ou de soleil. Nous sommes convaincus que la réussite d'une politique énergétique et  climatique exige « plus d'Europe ». Alors que les défis tels que la sécurité de l'approvisionnement énergétique ...  
27,2014-03-18,Les Echos,76mots,MURYEL JACQUE,Les marchés agricoles redoutent le retour d'El Niño,    ... Matières premières Le phénomène  climatique peut chahuter les prix mondiaux.  ...  
28,2014-04-01,Les Echos,56mots,LES ECHOS,L'entreprise et les défis du changement climatique,"    Les conséquences du changement  climatique, qui sont au coeur du rapport du Giec présenté hier au Japon, figurent aussi sur l'agenda des dirigeants d'entreprise. EDF, par exemple, a engagé des ...  "
29,2014-04-24,Les Echos,263mots,PAUL MOLGA,Le fonds Tertium accompagne Amperis Energies,    ...  Energies classé parmi les pme indépendantes régionales leaders dans le secteur du génie électrique et  climatique. L'ensemble pèse 30 millions d'euros avec 250 employés. Il a été fondé en 2010 ...  
30,2014-02-12,Les Echos,462mots,LUCIE ROBEQUAIN,"Climat, commerce, Syrie : Hollande et Obama se fixent des ambitions communes","    ...  ont célébré une « amitié pas comme les autres, au service de l'humanité » .Ils ont longuement discuté de la future conférence sur le  climat et du traité de libreéchange transatlantique.  ...  "
31,2014-04-25,Les Echos,334mots,MARIE BELLAN,Conjoncture : la France reste à la traîne en Europe,"    ... Après un léger mieux au mois de mars, le  climat des affaires se tasse en avril.Des données qui contrastent avec les performances allemandes et espagnoles.  ...  "
32,2014-01-24,Les Echos,320mots,GUILLAUME DE CALIGNON,Les industriels plus optimistes que les chefs d'entreprise des services,    ... L'activité a été molle en fin d'année dernière. Le  climat dans l'industrie est meilleur que dans les services.  ...  
33,2014-02-25,Les Echos,412mots,JOEL COSSARDEAUX,Un scénario privilégié pour compenser la taxe carbone,"    Les ménages vont bientôt ressentir le coût de la contribution  climat énergie, arrachée par les écologistes au gouvernement lors de l'adoption de la dernière loi de Finances. Déjà effectif pour le ...  "
34,2014-03-17,Les Echos,487mots,ISABELLE FICEK,Jérôme Fourquet : « La situation pour le Front national est encore plus porteuse qu'en 1995 »,"    Dans ce  climat d'affaires, vos enquêtes constatentelles une montée du Front national ? Pour mesurer un tel phénomène, il faut sonder la même ville avant et après les affaires. A Béziers ...  "
35,2014-01-23,Les Echos,1393mots,PIERRICK FAY,"Villa Montmorency, le blues du millionnaire","    ...  paradis. Pourtant, de nombreux hôtels particuliers sont en vente dans cette enceinte privée et sécurisée. Entre la pression fiscale et le  climat antiriche, certains habitants ont des envies d'ailleurs.  ...  "
36,2014-03-17,Les Echos,606mots,ISABELLE FICEK|ELSA FREYSSENET,La campagne des municipales se termine dans un climat délétère,"    ...  d'une semaine du premier tour des élections municipales, la campagne se termine dans un  climat délétère. Au grand dam des candidats des deux principaux partis  PS et UMP , qui s'activent ...  "
37,2014-01-14,Les Echos,581mots,YVES BOURDILLON,Printemps arabe : les économies d'Afrique du Nord toujours à la peine,"    ... 'un petit vendeur de légumes ambulant n'en finit pas de s'emberlificoter dans un  climat économique maussade, des réformes chaotiques et un processus démocratique sur courant alternatif. Ce qu'illustre la ...  "
38,2014-01-07,Les Echos,412mots,PHILIPPE BERTRAND|DOMINIQUE CHAPUIS,Le boom des promotions fait de l'ombre aux soldes,"    ... De plus, dans ce  climat de crise, alors que les ventes d'habillement sont en recul depuis six ans, la concurrence est de plus en plus exacerbée entre les griffes. Du coup ...  "
39,2014-02-10,Les Echos,320mots,EMMANUEL GUIMARD,FagorBrandt : les sites vendéens en danger,"    ...   Climat pas propice » Pour expliquer son retrait, Francis Perrin, le PDG de Variance Technologies, estime qu'il n'a pas obtenu un  « accès libre aux établissements afin de pouvoir réaliser un audit ...  "
40,2014-02-12,Les Echos,76mots,LES ECHOS,Obama et Hollande célèbrent leur rapprochement,"    ... Ils se fixent des objectifs communs sur le  climat, le commerce et la Syrie.  ...  "
41,2014-01-15,Les Echos,331mots,ANTOINE BOUDET,Le commerce B to B promet 25.000 créations nettes d'emplois en 2014,"    ...  témoigne d'une certaine confiance dans l'avenir.  « Nos chefs d'entreprise sont dans une démarche volontariste. Le  climat morose n'est plus d'actualité » , assure le président de la CGI.  ...  "
