,date,publication,words,author,title,intro
0,2015-04-09,Les Echos,601mots,JACQUES DELPLA,Des barrières douanières pour protéger le climat,"    La question internationale du changement  climatique n'est plus « quoi faire ? » , mais « comment convaincre la quasitotalité des pays du monde d'agir » . Réponse : avec le Club mondial du  climat. « Comment ? » devrait ...  "
1,2015-02-27,Les Echos,739mots,MICHEL DE GRANDI,"Aux Philippines, François Hollande lance un appel pour le climat","    ...  place sa visite de deux jours sous le signe de la lutte contre le réchauffement  climatique.Les Philippines sont un bon élève en Asie pour les énergies renouvelables. 38,5 % Les énergies ...  "
2,2015-02-16,Les Echos,1222mots,YANN VERDO,"L'océan Austral, clef du climat mondial ?","    ... Longtemps ignoré, l'océan bordant l'Antarctique est aujourd'hui scruté à la loupe pour son rôle dans le système  climatique mondial. Les scientifiques français sont en première ligne.  ...  "
3,2015-03-18,Les Echos,489mots,MICHEL DE GRANDI,"Développement : l'Afrique et le climat, priorités de la France","    Entre les crises comme celle d'Ebola, ou les défis liés au dérèglement  climatique, l'Agence française de développement (AFD) a multiplié les fers au feu l'an dernier. Pour la première ...  "
4,2015-04-16,Les Echos,446mots,JOEL COSSARDEAUX,Fonds vert : les pays riches tardent à concrétiser leurs promesses,"    ...  pour la conférence de Paris »  , lâche Héla Cheikrouhou. La directrice du Fonds vert pour le  climat s'impatiente. Lundi dernier, à deux semaines de l'échéance, cette organisation n'avait reçu, selon ...  "
5,2015-01-06,Les Echos,704mots,,"Au nom du climat, Hollande tente de relancer la taxe Tobin","        ...  modèle social écologique, capable de répondre aux deux grands défis de notre époque : le dérèglement  climatique et la montée des inégalités »  . Or, hier, François Hollande n'a pas seulement remis la taxe ...  "
6,2015-04-13,Les Echos,1153mots,PAUL MOLGA,Cap sur le Soleil et ses brûlants secrets,"    ...  ionisées, n'agissent plus comme un bouclier thermique responsable de l'effet de serre; le  climat se refroidit. Depuis l'époque médiévale, plusieurs refroidissements spectaculaires (minimum de Wolf vers 1280, de Spörer ...  "
7,2015-02-05,Les Echos,238mots,BENOIT GEORGES,Quand l'innovation limite le changement climatique,    Et si le moyen le plus efficace de lutter contre le changement  climatique était d'encourager les initiatives d'entreprises pour réduire les émissions de CO2 ? C'est le parti pris du ...  
8,2015-02-27,Les Echos,532mots,JOEL COSSARDEAUX,L'archipel est désormais plus ouvert à la coopération avec les pays riches,"    ... Engagées dans un chantier lourd d'adaptation au changement  climatique, les Philippines sont moins distantes avec les bailleurs de fonds étrangers.  ...  "
9,2015-02-20,Les Echos,1032mots,MARINA ALCARAZ,Taxe Tobin : de la difficulté de trouver le « bon » impôt,"    ... ,2 %, par exemple, sur les actions en France) les milliards engrangés par les banques, au profit de justes causes, tels la lutte contre le réchauffement  climatique, la pauvreté ou le sida ?  ...  "
