,date,publication,words,author,title,intro
0,2016-01-30,La Croix,223mots,,Les activités humaines sont-elles responsables du changement climatique ?,        ...  augmentent la température à sa surface. Dans les années 1950 se développent les sciences du  climat. Les alertes des scientifiques sur le changement  climatique se multiplient au cours des années 1970 et ...  
1,2016-04-22,La Croix,1090mots,REJU Emmanuelle|SERGENT Denis,Les climatologues ont péché... par optimisme,"    ...  revues scientifiques. L'une apporte des précisions sur l'effet des nuages sur le réchauffement  climatique, qui reste un thème de discussion scientifique.  « Nous ignorons encore le rôle exact de la nébulosité ...  "
2,2016-01-30,La Croix,1315mots,FRÉDÉRIC MOUNIER,Des disputes qui ont fait bouger la science,"    ...  seuls 80 % de la population soit vaccinée » .Les activités humaines sontelles responsables du changement  climatique ?Dès 1822, le physicien français Joseph Fourier pressent l'existence de l'effet de serre. Il ...  "
3,2016-02-11,La Croix,536mots,REJU Emmanuelle,La Cour suprême américaine gèle le plan climat de Barack Obama,"    En quoi consiste le « plan  climat » d'Obama? Ayant fait de la lutte contre le changement  climatique l'un des marqueurs de son mandat, le président américain a présenté en août dernier ...  "
4,2016-01-27,La Croix,268mots,Patrick Sandrin (Hauts-de-Seine),Pétrole et climat,"    Notre journal  La Croix  auraitil déjà oublié l'objectif de limiter le changement  climatique, et donc de réduire les émissions de gaz à effet de serre (causées par les combustibles fossiles ...  "
5,2016-01-27,La Croix,959mots,,Courrier,"        Scrutin régional (suite) (...) Quand presque sept millions de gens votent FN, il faudrait peutêtre et avant tout se demander pourquoi, et ne pas s'en sortir en traitant plus de ...  "
6,2016-01-05,La Croix,871mots,,COURRIER. Quelle planète pour demain ? (Suite),"        Dans cette chronique de Paul Champsaur sur le réchauffement  climatique  ( La Croix  du 16 novembre), je suis surpris de la conclusion pour remédier au CO2: créer une taxe carbone universelle! Je crois ...  "
7,2016-02-17,La Croix,613mots,REJU Emmanuelle,Le suivi de la COP se fera sans Laurent Fabius,"    ...  même tenté de dissuader François Hollande d'organiser en France le sommet mondial sur le  climat de 2015, qui s'annonçait aussi crucial que difficile. Mais une fois la candidature de la ...  "
8,2016-04-22,La Croix,569mots,REJU Emmanuelle,Le soufflé de la COP21 n'est pas retombé,"    Passée l'euphorie de la fin de la COP21, l'ambassadrice française pour le  climat, Laurence Tubiana, avait une crainte.  « Le compromis adopté à Paris est allé audelà de ce que ...  "
9,2016-01-05,La Croix,292mots,Olivier de Gonneville (Meudon),[Je voudrais tout d'abord tordre le cou...],    Je voudrais tout d'abord tordre le cou à cette idée reçue de « dérèglement  climatique ».  Je ne crois pas au dérèglement  climatique. Je pense que nous sommes dans un cycle de réchauffement ...  
10,2016-02-19,La Croix,56mots,,Rencontre européenne des Alternatiba,"        ...  se tiendra à Bordeaux, les 20 et 21 février, pour continuer à défendre la justice  climatique après la COP21 . Alternatiba (« Altenative », en basque) est une mobilisation de la société civile face au ...  "
