,date,publication,words,author,title,intro
0,2021-04-17,La Croix,2523mots,Recueilli par Marine Lamoureux Photo : Colin Delfosse pour La Croix L'Hebdo,"Pascal Canfin« L'écologie simpliste, ça ne marche pas »","    ...  international impulsé par Joe Biden doit marquer le retour des ÉtatsUnis dans la diplomatie  climatique, après quatre ans de rupture trumpiste. Quel peut être l'impact d'une telle rencontre ?  Joe ...  "
1,2021-04-26,La Croix,956mots,,"Après le sommet sur le climat, comment transformer l'essai ?","        ...  de Carbone 4, cabinet de conseil et d'études spécialisé dans l'adaptation au changement  climatique Si Joe Biden réussit à faire adopter son objectif  climatique au Sénat américain, où il bénéficie ...  "
2,2021-04-22,La Croix,705mots,Alexis Buisson,"John Kerry, chef d'orchestre du sommet sur le climat","    ...  pris à braslecorps son nouveau rôle d'« envoyé spécial du président pour le  climat », sorte de ministre des affaires étrangères chargé des questions environnementales. Signe de l'importance qu'accorde ...  "
3,2021-04-22,La Croix,981mots,Antoine d'Abbundo,Les vergers de la Drôme face au risque climatique,"    ...  la France ces deux dernières semaines n'a épargné aucune filière.  « La faute au dérèglement  climatique ? À force d'en parler, on va finir par y croire » , lâche Joris, 33 ans. Pour ...  "
4,2021-04-16,La Croix,1666mots,Marine Lamoureux,"Loi climat, première marche d'une transition délicate","    ...  le marqueur « vert » du quinquennat. Et, à n'en pas douter, le projet de loi « climat et résilience », dont l'examen en première lecture s'achève cette semaine à l'Assemblée nationale ...  "
5,2021-03-23,La Croix,806mots,Recueilli par Antoine d'Abbundo,"« La santé, nouvelle frontière du monde d'après »","    ...  et d'agir en séparant la santé humaine, la santé animale, la biodiversité et le  climat. Ces sujets sont interconnectés et ont des effets en cascade. Nous n'avons pas encore de ...  "
6,2021-01-26,La Croix,181mots,,La BCE se dote d'un centre sur le changement climatique,"        ...  a annoncé lundi 25 janvier le lancement d'un centre d'expertise sur le changement  climatique, sujet d'importance croissante pour l'économie et la politique monétaire, selon sa présidente Christine Lagarde ...  "
7,2021-01-26,La Croix,492mots,,Les essentiels Économie,        ...  d'euros en 2020.   Finance La BCE se dote d'un centre sur le changement  climatique  La Banque centrale européenne (BCE) a annoncé lundi 25 janvier le lancement d'un centre d ...  
8,2021-01-14,La Croix,625mots,CHARRIER Pascal,L'Etat jugé devant le tribunal administratif pour «inaction climatique»,"    L'État estil coupable d' «inaction  climatique» ? Le tribunal administratif de Paris va se pencher, jeudi 14 janvier, sur une question de droit à la portée éminemment politique.  «Cette audience est ...  "
9,2021-02-04,La Croix,692mots,Marine Lamoureux,"Climat, la justice déplore un « manquement » de l'Etat","    ...  administratif de Paris a reconnu un  « manquement »  de l'État dans la lutte pour le  climat.  « C'est un jour qui fera date » , a déclaré Cecilia Rinaudo, coordonnatrice générale de Notre affaire ...  "
10,2021-04-19,La Croix,788mots,"Pierre Calame et Armel Prieur, initiateurs des assises du climat","Les assises du climat, un exercice de démocratie directe via Internet","    ...  que permet Internet pour revivifier la démocratie comme viennent de le démontrer les assises du  climat. Tout est né d'un constat : avec la Convention citoyenne pour le  climat, nous sommes passés ...  "
11,2021-03-01,La Croix,466mots,Bernard Gorce,La Convention citoyenne pour le climat pense avoir été utile,"    ...  heures, dimanche 28 février, Hubert est le dernier membre de la Convention citoyenne pour le  climat (CCC) à s'exprimer. Après seize mois d'auditions, de débats, de rédaction des 149 propositions ...  "
12,2021-02-12,La Croix,625mots,Michel Waintrop,Atterrissage forcé du projet d'agrandissement de Roissy,"    ...  lui en présenter un nouveau, plus cohérent avec ses objectifs de lutte contre le changement  climatique et de protection de l'environnement » . L'État est actionnaire majoritaire (à 50,6 %) du groupe ...  "
13,2021-04-24,La Croix,3557mots,Texte : François d'Alançon (envoyé spécial en Ouganda)Photo : Robin Letellier pour La Croix L'Hebdo,OugandaTotal dans le piege de l'or noir,"    ...  feu des critiques des ONG ougandaises et internationales, mobilisées contre  « un projet destructeur pour le  climat, l'environnement et les populations » , Total, de son côté, persiste. Et signe. Son PDG Patrick Pouyanné ...  "
14,2021-03-08,La Croix,664mots,"Hindou Oumarou Ibrahim, coordonnatrice de l'Association des femmes autochtones de la communauté peule Mbororo du Tchad, et Rémy Rioux, directeur général de l'Agence française de développement","En Afrique, les femmes à l'avant-poste du combat climatique","    ...  en ville, et parfois sur les routes qui mènent à l'Europe. Face au changement  climatique qui perpétue un cercle vicieux des inégalités de genre, les femmes résistent en innovant, puisant dans ...  "
15,2021-04-23,La Croix,523mots,Léa Gorius,"Sommet climat, « un nouveau souffle » qui doit se concrétiser","    ...  de la MaisonBlanche, Joe Biden, a lancé jeudi 22 avril son sommet pour le  climat. Pendant deux jours, quarante dirigeants défilent devant le président démocrate pour réaffirmer leur implication dans le ...  "
16,2021-04-08,La Croix,316mots,Jean-Claude Bourbon,Les actionnaires de Vinci se prononcent sur le climat,"    ...  BTP et des concessions est même le premier groupe coté français à présenter une  « résolution  climatique » . Il sera suivi par Total, fin mai. Le vote sera consultatif, suivant la pratique anglosaxonne ...  "
17,2021-04-23,La Croix,325mots,Dominique Greiner,Pour l'avenir de la terre,    Joe Biden a ouvert jeudi le sommet sur le  climat de deux jours qu'il a convoqué en annonçant l'engagement des ÉtatsUnis de réduire leurs émissions de gaz à effet ...  
18,2021-02-03,La Croix,1028mots,,Le nucléaire doit-il être considéré comme une énergie durable ?,"        ...  coeur du Green Deal annoncé par la Commission européenne en décembre 2019. Puisque l'urgence  climatique est la priorité des priorités, elle doit guider toutes les actions de la Commission et de ...  "
19,2021-04-22,La Croix,521mots,Marine Lamoureux,Le « sommet Biden» suscite de l'espoir,"    Fautil y voir le signe d'une émulation dans la lutte contre le dérèglement  climatique ? Le 21 avril, le président de la Russie, gros producteur mondial d'hydrocarbures, a déclaré qu ...  "
20,2021-01-15,La Croix,268mots,,Programmes et sélections du week-end,"        ...  l'ultime métamorphose À 22h40 sur Arte Dans le cadre de sa vaste programmation consacrée aux océans, Arte propose un documentaire captivant sur la transformation des coraux face au réchauffement  climatique.  ...  "
21,2021-01-22,La Croix,672mots,BIASSETTE Gilles,Joe Biden s'attaque aux symboles des années Trump,"    Washington De notre envoyé spécial  Climat, Covid19, immigration... À peine installé à la MaisonBlanche, Joe Biden a fait opérer aux ÉtatsUnis un virage à 180°, revenant sur les décisions ...  "
22,2021-03-29,La Croix,118mots,,Projet de loi contre le dérèglement climatique. Un texte transversal,         Le projet de loi    « portant lutte contre le dérèglement  climatique et renforcement de la résilience face à ses effets »  doit être examiné en séance plénière à l'Assemblée nationale pendant trois semaines ...  
23,2021-04-21,La Croix,121mots,,"Le temps presse pour s'attaquer à la crise climatique, avertit l'ONU","        2021 doit être l'année de l'action contre le changement  climatique  « dont les répercussions sont déjà trop coûteuses pour les populations de la planète » , a exhorté l'ONU lundi 19 avril ...  "
24,2021-01-20,La Croix,639mots,LAMOUREUX Marine,Le référendum sur le climat a peu de chances d'aboutir,"    ... elle tenue? Le 14 décembre, lors d'une rencontre avec la Convention citoyenne pour le  climat, Emmanuel Macron s'est engagé à organiser un référendum pour modifier l'article 1er de la ...  "
25,2021-04-20,La Croix,724mots,Alexis Jenni,Corn flakes et aviation,"    ...  législatif qui mène lentement à l'adoption de la loi  « portant lutte contre le dérèglement  climatique et renforcement de la résilience face à ses effets » , loi  climat en version courte. Le 10 ...  "
26,2021-04-24,La Croix,365mots,Isabelle de Gaulmyn,Malédiction,"    ...  Mais le risque environnemental est énorme, la question sociale pendante avec les expropriations, et le  climat politique propice à la corruption. Il semble incompréhensible qu'un groupe comme Total, prompt à vanter ...  "
27,2021-02-16,La Croix,752mots,Paula Boyer,Au défi d'un climat qui change,"    ...  espèces, étanchéifier les réseaux hydrauliques et, audelà, trouver des modes de gestion adaptés au  climat qui change. Malgré la conversion au « zéro phyto » en 2008, les interrogations sont pressantes. Il n ...  "
28,2021-04-03,La Croix,639mots,"Jérôme Chapuis, rédacteur en chef à La Croix",Nos grandes illusions,"    Des dizaines de milliers de manifestants se sont mobilisés dimanche 28 mars contre la loi «  Climat et résilience ». Enfin, façon de parler : leurs critiques portent moins sur le contenu du texte que ...  "
29,2021-02-11,La Croix,687mots,Mathieu Laurent,Vers un virus saisonnier ?,"    ...  celle menée par Predict, filiale de Météo France, a cherché à mesurer l'impact du  climat sur la transmission du virus pour l'année 2020, en créant un indice qui modélise la ...  "
30,2021-04-02,La Croix,448mots,Gauthier Vaillant,La majorité entre ambition et stratégie sur la loi climat,"    ...  crise sanitaire qui relègue tout à l'arrièreplan, l'examen du projet de loi  climat se déroule sous les radars. Pourtant, les députés les plus impliqués veulent en faire un texte ...  "
31,2021-04-21,La Croix,748mots,Céline Schoen,Bruxelles veut verdir le monde des affaires,"    ...  environnement », les informations réclamées sont vagues : la directive NFRD ne contient même pas le mot  « climat » . Ce qui a conduit la Commission à annoncer le réexamen de la directive dans le cadre ...  "
32,2021-02-02,La Croix,288mots,,Les essentiels France,"        ...  1er juillet 2020. En mai, les mesures de libération anticipées avaient fait chuter le nombre de détenus sous la barre des 60 000.    Climat Météo France alerte sur le réchauffement  climatique   ...  "
33,2021-03-01,La Croix,267mots,,Les essentiels Monde,"        ...   Climat La Russie lance son premier satellite de surveillance de l'Arctique  Une fusée Soyouz a décollé, dimanche 28 février, depuis Baïkonour au Kazakhstan, avec à son bord le premier satellite russe ...  "
34,2021-01-18,La Croix,538mots,HOFFNER Anne-Bénédicte,Joe Biden veut agir vite dès son investiture mercredi,"    Changement  climatique, pandémie, crise économique, injustices raciales et sociales... Sur ces sujets prioritaires pour lui, Joe Biden, le nouveau président des ÉtatsUnis qui sera investi mercredi 20 janvier, veut aller vite ...  "
35,2021-03-19,La Croix,556mots,Gilles Biassette,Les réformes à venir de Joe Biden menacées par le Congrès,"    ...  de l'Amérique, comme la violence des armes à feu et l'impact du changement  climatique. Mais bien que les démocrates contrôlent les deux chambres du Congrès, tous ces projets semblent d ...  "
36,2021-03-29,La Croix,1456mots,Recueilli par Antoine d'Abbundo et Mathieu Castagnet,"« La France, on la regarde, on l'admire le plus souvent »","    ... 'adresse, autrement dit la situation géographique. Comment situer la France dans le monde ?   P. L. :  Climat tempéré, nature favorable, géologie diversifiée, façade maritime : la géographie nous offre de nombreux avantages. La France ...  "
37,2021-03-30,La Croix,384mots,Audrey Dufour,Les océans se mélangent moins,"    ...  la colonne d'eau,  décrit JeanBaptiste Sallée, océanographe au laboratoire d'océanographie et du  climat de l'Institut PierreSimonLaplace.  Or, nous constatons qu'au cours des décennies écoulées, ce ...  "
38,2021-01-23,La Croix,302mots,JAURES Cécile,L'appel du large,"    ... 'interconnexion des formes de vie sur terre et sous l'eau, à l'image des grands courants océaniques qui régénèrent la vie sousmarine tout en contribuant à réguler le  climat.  ...  "
39,2021-03-15,La Croix,600mots,Corinne Laurent,Les ambitions contrariées d'Anne Hidalgo pour la présidentielle,"    ...  pour  « réparer le pays »  autour des thèmes des inégalités sociales et de la jeunesse.  « Défi  climatique, santé, logement, éducation... L'idée est d'être ambitieux au niveau du logiciel, même si cela ...  "
40,2021-04-27,La Croix,462mots,Marine Lamoureux,La lente adoption des savoirs autochtones,"    ...  2018, trois ans après l'accord de Paris, Patricia Espinosa, secrétaire exécutive de la Convention  climat de l'ONU, rappelait ainsi que les peuples autochtones faisaient  « partie de la solution au changement ...  "
41,2021-04-30,La Croix,1015mots,,"35 millions d'euros le kilomètre pour une ligne TGV, est-ce raisonnable ","        ...  promouvoir la mobilité durable. La Fnaut l'affirme depuis longtemps : la lutte contre le réchauffement  climatique passe par des investissements importants pour promouvoir le train qui reste, notamment pour les liaisons interurbaines ...  "
42,2021-03-10,La Croix,780mots,Jean-Claude Bourbon,Le nucléaire poursuit sa route dans les pays émergents,"    Le nucléaire peutil sauver la planète du réchauffement  climatique ? Il y a encore dix ans, la question paraissait totalement incongrue, mais elle fait aujourd'hui l'objet de nombreux débats. La ...  "
43,2021-01-30,La Croix,2467mots,Recueilli par Aziliz Claquin,"Cécile Renouard« La transition écologique, c'est avancer de façon heureuse et solidaire »","    ...  prétend pas avoir les réponses à des sujets qui concernent la planète entière : l'urgence  climatique, les incohérences de nos modèles économiques, de nos politiques publiques, des stratégies des entreprises... Mais on ...  "
44,2021-01-20,La Croix,501mots,MAIGRE François-Xavier,Le temps des cabanes,    ...  ils ont commencé à faire chambre commune. J'y ai vu une réponse instinctive au  climat d'anxiété générale. Comme si ce bivouac au coin du radiateur les préservait d'un environnement ...  
45,2021-01-05,La Croix,937mots,JAURES Cécile,"La grotte Cosquer, un patrimoine en péril","    ...  sols, menaçant des vestiges archéologiques immergés de plus en plus longtemps, en raison du dérèglement  climatique. «Nous sommes également à la merci de la pollution marine, des petits morceaux de plastique jusqu ...  "
