,date,publication,words,author,title,intro
0,2019-09-23,Les Echos,668mots,RICHARD HIAULT,Climat : sommet exceptionnel à New York pour un nouvel élan,"    ... Le Sommet Action  Climat, ce lundi aux Nations unies, doit être l'occasion pour les leaders politiques internationaux de relever leurs ambitions afin de lutter contre le dérèglement  climatique. C'est un ...  "
1,2019-09-27,Les Echos,637mots,BRUNO DURIEUX,L'introuvable politique du climat,    La tragédie  climatique décrite dans les rapports successifs du GIEC est trop grave pour qu'on se satisfasse de petits pas. Le grand soir  climatique estil la seule réponse sérieuse et ...  
2,2019-09-23,Les Echos,453mots,RICHARD HIAULT,Les banques de développement veulent jouer un rôle accru,"    Les Etats, à eux seuls, ne pourront résoudre la question  climatique. Les banques de développement nationales ont leur rôle à jouer. C'est la thèse qui sera défendue aux Nations unies ce ...  "
3,2019-12-03,Les Echos,925mots,JEAN-MARC VITTORI,Le plus grand pari de l'histoire de l'humanité,    ... Nous sommes désormais convaincus qu'il faudra sauver le  climat et la planète avec. C'est une avancée majeure. Sauf que nous ne nous donnons pas les moyens de cette ambition. C ...  
4,2019-11-06,Les Echos,691mots,JOEL COSSARDEAUX,Climat : pourquoi l'Accord de Paris tient encore bon,"    ... L'officialisation du retrait américain de l'Accord de Paris sur le  climat a suscité mardi des réactions consternées de la part de la France, de la Chine et de la Russie ...  "
5,2019-10-11,Les Echos,909mots,KEVIN BADEAU,Une jeunesse écolo... mais pas trop,"    ... Les jeunes générations, à l'image des marcheurs pour le  climat et du mouvement Extinction Rebellion qui s'active actuellement à Paris et dans plusieurs capitales, appellent les gouvernements à sauver la ...  "
6,2019-09-24,Les Echos,500mots,RICHARD HIAULT,"A New York, les initiatives se multiplient en faveur du climat","    ...  dons pour le Fonds vert et initiatives privées ont ponctué la tenue du Sommet Action  Climat, à New York, lundi. Le secrétaire général des Nations unies, Antonio Guterres, a appelé à accélérer ...  "
7,2019-12-19,Les Echos,610mots,,Permettons aux villes d'agir pour le climat !,        ...  émissions de CO2 de 40 % d'ici à 2030. Près de 500 engagements pour le  climat ont été pris par presque 200 villes et intercommunalités afin d'atteindre l'objectif de la ...  
8,2019-12-13,Les Echos,516mots,MURYEL JACQUE,"La justice climatique, enjeu crucial","    ...  première ligne, les pays vulnérables comme les petits Etats insulaires plaident pour que ces impacts irrémédiables dus au changement  climatique soient pris en compte. Pour l'heure, les avancées restent minimes.  ...  "
9,2019-12-02,Les Echos,502mots,,Comment les institutions peuvent verdir leur action,"        Sur le  climat, les banques centrales n'ont plus le choix. Elles sont conscientes du risque  climatique aussi bien en ce qui concerne la définition de leur politique monétaire que sa mise ...  "
