,date,publication,words,author,title,intro
0,2022-04-21,Le Monde,811mots,Pascal Canfin et Barbara Pompili,"Pascal Canfin et Barbara Pompili Voter Marine Le Pen, c'est faire le choix de la régression écologique","  ...  pour le climat, défi du siècle. Mais regardons les faits : les émissions de gaz à  effet  de  serre responsables du  changement  climatique baissent deux fois plus vite aujourd'hui qu'il y ..."
1,2022-01-10,Le Monde,810mots,Gilles Luneau,Gilles Luneau Réformer vraiment la PAC,"  ... 'art de gouverner une société. L'agriculture intensive est une émettrice importante de gaz à  effet  de  serre, cause du  réchauffement  climatique, dont elle est ellemême l'une des premières victimes ..."
2,2022-04-16,Le Monde,962mots,Adrien Pécout,"Des similitudes sur le nucléaire, des divergences sur les renouvelables","  ... 'électricité du pays à hauteur de près de 70 % émet très peu de gaz à  effet  de  serre, responsable du  réchauffement  climatique, et se pilote aisément, défendent les « proatome . Elle pose ..."
3,2022-03-01,Le Monde,1843mots,Audrey Garric,Le sombre futur d'une Terre en surchauffe,"  ...  voire audelà, par les impacts toujours plus ravageurs, généralisés et désormais souvent irréversibles du  changement  climatique d'origine humaine. Ces effets, qui affectent déjà les vies de milliards d'humains, vont ..."
4,2022-01-10,Le Monde,973mots,Rebecca Duff et Michael Lenox,Rebecca Duff et Michael Lenox Comment décarboner l'agriculture d'ici à 2050,"  ...  milliards de personnes supplémentaires tout en atteignant l'objectif de zéro émission de gaz à  effet  de  serre, dont l'agriculture est l'un des principaux émetteurs ? Cela semble impossible. Pourtant, nous ..."
5,2022-01-20,Le Monde,1135mots,Audrey Garric,Climat : 2021 parmi les sept années les plus chaudes,"  ...  devrait se poursuivre, avertit l'agence onusienne, en raison des niveaux record de gaz à  effet  de  serre présents dans l'atmosphère, dus aux activités humaines et en particulier à la combustion ..."
6,2022-01-13,Le Monde,682mots,Audrey Garric,Les océans ont enregistré un nouveau record de chaleur en 2021,"  ...  sans cesse, à l'échelle mondiale, et il s'agit d'un indicateur primaire du  changement  climatique induit par l'homme »  , fait savoir l'un des auteurs de l'article, Kevin Trenberth ..."
7,2022-04-16,Le Monde,744mots,Flora Genoux,"Face à la sécheresse, Santiago se prépare à un rationnement de l'eau","  ...  des périodes de pluie »  , contextualise Hugo Romero, géographe à l'université du Chili. Cependant,  « le  changement  climatique, avec l'augmentation des gaz à  effet  de  serre, et la déforestation expliquent la baisse ..."
8,2022-03-02,Le Monde,516mots,,"Lutter contre le réchauffement, une question de survie","...  armé d'ampleur internationale ferait passer au second plan la catastrophe planétaire en cours du  changement  climatique ? Inévitablement, les conclusions du nouveau rapport du Groupe d'experts intergouvernemental sur l'évolution du ..."
9,2022-01-29,Le Monde,854mots,Alexandre Lemarié,La boîte à idées écologistes de Pompili et Canfin avant la présidentielle,"  ...  Transformer sans facturer » Avec un objectif : accélérer la lutte contre le  réchauffement  climatique, en doublant le rythme de la baisse des émissions de gaz à  effet  de  serre, lors du prochain quinquennat ..."
