,date,publication,words,author,title,intro
0,2017-03-14,Le Monde,988mots,Clémentine Thiberge,"Ecologie : aux actes, citoyens!","  ... (pots de peinture, bouteilles de whitespirit...). Les rapports alarmistes sur les conséquences directes du  changement  climatique ont beau se multiplier, la mobilisation citoyenne reste marginale.  « Les gens sont au courant aujourd ..."
1,2017-04-21,Le Monde,968mots,Propos recueillis par David Stoleru,Michael Mann : « Donald Trump met les sciences en péril »,"  ...  la Chambre des représentants est dirigé par le républicain Lamar Smith. Il nie ouvertement le  changement  climatique, oeuvre avec des groupes pétroliers à discréditer les sciences, cherche à réduire les financements accordés ..."
2,2017-03-30,Le Monde,520mots,"Brice Pedroletti (Pékin, correspondant)","A Pékin, investissements en hausse, émissions en baisse","  ...  environnementales adoptées par son prédécesseur donne à la Chine  premier responsable mondial des gaz à  effet  de  serre avec 25 % des émissions, devant les EtatsUnis  un rôle moteur, et modèle, dans ..."
3,2017-04-10,Le Monde,479mots,,King Coal n'a pas encore perdu sa couronne,"...  Trump pour lui demander de respecter les accords de Paris sur la lutte contre le  réchauffement  climatique. Colin Marshall écrit que sa société  "" ne veut pas ignorer les deux tiers des Américains ..."
4,2017-03-28,Le Monde,943mots,Simon Roger,Ségolène Royal convoite une agence de l'ONU,"  ...  a précisé ses intentions, jeudi 23 mars, à l'issue d'une réunion sur le  changement  climatique et le développement durable, au siège newyorkais de l'ONU.  « C'est une candidature ..."
5,2017-04-01,Le Monde,144mots,,Décision sur l'accord climat d'ici à fin mai,"...  de l'exécutif. Dans un discours au cours duquel il n'a pas mentionné le  changement  climatique, Donald Trump a lancé, le 28 mars, l'offensive contre les initiatives de son prédécesseur ..."
6,2017-03-14,Le Monde,655mots,Caroline Taïx,"A Sydney, l'été 2017 le plus chaud jamais enregistré","  ...  47,9 degrés. « C'est du charbon » Des scientifiques relient directement cette météo exceptionnelle au  changement  climatique.  « Nous avons au moins cinquante fois plus de chances de connaître cette chaleur extrême dans ..."
7,2017-04-22,Le Monde,825mots,Marie de Vergès,FMI et Banque mondiale face à l' « America first »,"  ...  aussi au sein de la Banque mondiale, qui a fait de la lutte contre le  changement  climatique un pilier de son action : le scepticisme proféré par M. Trump quant à la réalité ..."
8,2017-01-31,Le Monde,1875mots,Jean-Michel Bezat,Le solaire sort de l'ombre,"  ...  depuis 1975 les panneaux solaires, ils auront compensé d'ici à 2018 les gaz à  effet  de  serre émis pour les produire, indique une étude néerlandaise (université d'Utrecht) publiée fin 2016 ..."
9,2017-01-14,Le Monde,752mots,Par Lucile Schmid,l'inaction Écologique a un coût,"  ...  compte rendu de plus de 700 pages sur les conséquences économiques à long terme du  changement  climatique. Financé par le gouvernement du RoyaumeUni, le rapport Stern (« Stern Review on the Economics ..."
10,2017-04-14,Le Monde,565mots,propos recueillis par C.La.,Rob Hopkins : « Jardiner et faire à manger nous reconnecte à notre humanité »,"  ...  né? Un jour, cela m'est tombé dessus, j'ai réalisé ce que signifiait le  changement  climatique. Ce fut un profond bouleversement intérieur. En comprenant qu'il fallait, dès à présent, laisser ..."
11,2017-02-08,Le Monde,1069mots,Collectif,"Sur le climat, les décideurs politiques doivent aussi dénoncer le discours de la « post-vérité » !","  ... Le  réchauffement  climatique renforce déjà l'intensité des vagues de chaleur et, dans certaines régions, des pluies torrentielles. Plus le réchauffement sera important, plus les écosystèmes et les sociétés humaines seront exposés ..."
12,2017-02-08,Le Monde,842mots,,Science et technologie : nos questions aux candidats à l'élection présidentielle,"...  de préciser l'action à mener. S'il faut réduire les émissions de gaz à  effet  de  serre, n'en déplaise à Donald Trump et aux lobbies qui l'accompagnent, les candidats ..."
13,2017-01-13,Le Monde,686mots,Paul Magnette,L'Europe doit inventer une nouvelle mondialisation,"  ...  la capacité de négociation de l'Union, mais les accords internationaux de lutte contre le  réchauffement  climatique démontrent l'inverse. Objets de vastes délibérations ouvertes, ces accords ont été négociés dans un ..."
14,2017-03-28,Le Monde,136mots,,Favoriser la transition énergétique,"...  les Européens à tenir leur objectif de réduction de 20 % des émissions de gaz à  effet  de  serre en 2020, puis de 40 % en 2030, par rapport au niveau de 1990. Exemple ..."
15,2017-01-14,Le Monde,564mots,Par Alain Grandjean,Financer la transition énergétique dans l'immobilier,  Réduire nos émissions de gaz à  effet  de  serre de 75 % d'ici à 2050 et diviser par deux la consommation d'énergie finale : cet impératif a été réaffirmé par la loi ...
16,2017-01-20,Le Monde,1704mots,Stéphane Foucart,Le premier président vert,"  ...  a imposé de nouvelles réglementations pour réduire les émissions de méthane  [un puissant gaz à  effet  de  serre]  des secteurs pétrolier et gazier »  , explique Sam Adams, ancien maire démocrate de Portland (Oregon ..."
17,2017-03-30,Le Monde,1005mots,Gilles Paris,Donald Trump enterre le plan climat d'Obama,  ...  l'essentiel de la réglementation mise en place par son prédécesseur pour lutter contre le  réchauffement  climatique. Ce thème a d'ailleurs disparu des discours présidentiels depuis l'arrivée à la Maison ...
18,2017-02-14,Le Monde,749mots,Rémi Barroux,"Le CETA, un accord commercial à haut risque climatique","  ... (Comprehensive Economic and Trade Agreement), estil compatible avec les objectifs de lutte contre le  réchauffement  climatique? Oui, à la condition que nombre de recommandations soient encore prises en compte, indique un ..."
19,2017-01-30,Le Monde,1216mots,Stéphane Foucart,Les scientifiques américains entrent en résistance,"  ...  fédérales entrés  « en résistance »  . Le 24 janvier, la découverte que des Tweet anodins sur le  changement  climatique, émis par le compte du parc national des ­Badlands (Dakota du Sud), avaient été effacés ..."
20,2017-03-24,Le Monde,950mots,par Jacques Treiner,Le nucléaire n'est pas incompatible avec la transition énergétique,"  ...  où, en France, la production d'électricité n'émet pas, à 95 %, de gaz à  effet  de  serre, les secteurs prioritaires de la transition énergétique devraient être l'habitat et le transport ..."
21,2017-04-12,Le Monde,118mots,,"A Oslo, un horizon sans voitures ni carbone - Les chiffres","... Objectif de réduction des émissions de gaz à  effet  de  serre La Norvège s'est engagée, lors de la COP21, en décembre 2015, à réduire de 40 % ses émissions de gaz à ..."
22,2017-04-12,Le Monde,1304mots,Anne-Françoise Hivert,"A Oslo, un horizon sans voitures ni carbone","  ...  à l'heure actuelle, à Oslo, la priorité est à la réduction des gaz à  effet  de  serre : moins 50 % par rapport à 1990 d'ici à 2020 (soit 600 000 tonnes ..."
