,date,publication,words,author,title,intro
0,2018-09-17,La Croix,624mots,BENOIT Justine,Les acteurs locaux s'engagent pour le climat,"    Qu'estce que le Sommet mondial pour l'action  climatique? Ce sommet s'est déroulé entre mercredi et vendredi derniers à San Francisco, en Californie. Quelques jours après les marches pour ...  "
1,2018-09-20,La Croix,340mots,BENOIT Justine,Les citoyens s'emparent du droit à la justice climatique,"    Les PaysBas ont été le premier État à faire face à la justice  climatique, après une plainte de l'ONG Urgenda. En 2015, le gouvernement a été condamné à prendre immédiatement ...  "
2,2018-10-09,La Croix,1038mots,LAMOUREUX Marine,"Climat, il est encore temps","    ...  messages clés du rapport spécial que le Groupe d'experts intergouvernemental sur l'évolution du  climat (Giec) a rendu public hier, en Corée du Sud. Un document de 400 pages, fondé sur ...  "
3,2018-12-04,La Croix,474mots,DANCER Marie,COP 24 KATOWICE La Banque mondiale double son action pour le climat,"    Au premier jour de la COP24 sur le  climat, dimanche 2 décembre à Katowice en Pologne, la Banque mondiale a annoncé qu'elle allait mobiliser 200 milliards de dollars (176 milliards d ...  "
4,2018-12-17,La Croix,580mots,SCHNEIDER Frédérique,"Si nous attendons un consensus planétaire, nous ne ferons rien",    ...  pays réunis à Katowice en Pologne pour la 24e conférence de l'ONU sur le  climat se sont mis d'accord samedi 15 décembre sur un « manuel d'utilisation » du pacte adopté ...  
5,2018-12-21,La Croix,554mots,LAMOUREUX Marine,"Climat, la France doit engager une mutation profonde","    ...  Nous ne sommes plus dans le discours théorique, le réchauffement  climatique est déjà là et il va s'amplifier. La société française n'échappera pas à une mutation profonde pour s'adapter ...  "
6,2018-10-08,La Croix,963mots,LAMOUREUX Marine,"Climat, « la balle est dans le camp des politiques » Jean Jouzel Climatologue, directeur émérite de recherche au Commissariat [...]","    ...  bien plus élevé? Jean Jouzel: Le Giec  (Groupe d'experts intergouvernemental sur l'évolution du  climat, NDLR)  a commencé à travailler sur cet objectif en 2015, à l'invitation des États, qui ...  "
7,2018-12-14,La Croix,538mots,LAMOUREUX Marine,La conférence sur le climat peut-elle encore réussir ?,"    ...  ce document signé en 2015, ratifié par 184 pays, qui prévoit de contenir le réchauffement  climatique sous les 2 °C. Or, jeudi 13, les points d'achoppement restaient nombreux: sur les financements ...  "
8,2018-09-10,La Croix,502mots,BOETON Marie,La « marche pour le climat » marque-t-elle un tournant?,"    ...  Urgence  climatique, réveillonsnous! » ,  « Vos petits pas, ça suffit pas » ,  « Le  climat n'attend que toi » ,  « Changez le système, pas le  climat » ... Sous ces slogans, plus de 100 000 manifestants ont battu ...  "
9,2018-10-23,La Croix,639mots,BUISSON Alexis,La justice peut-elle sauver le climat ?,"    ...  plaignantes, était aussi simple que surprenant: faire reconnaître la responsabilité du gouvernement dans le changement  climatique et le contraindre à agir. Le jeune homme de 18 ans était impliqué à l'époque ...  "
10,2018-09-20,La Croix,757mots,CHARRIER Pascal,« Nous n'avons pas un siècle devant nous » Pascal Canfin Directeur général du WWF-France,"    ...  Je fais un constat: nous ne sommes pas organisés en France pour gagner la bataille  climatique. Donc, forcément, on la perd. Il se trouve que nous avons signé l'accord de Paris ...  "
11,2018-12-03,La Croix,815mots,LAMOUREUX Marine,"Entretien « L'urgence, c'est de s'adapter au réchauffement » Hervé Le Treut Directeur de l'Institut Pierre-Simon-Laplace (IPSL), membre de l'Académie [...]","    ...  de serre déjà émis par l'homme et de l'inertie de ces gaz, le  climat va changer ces prochaines décennies. Autrement dit, il y a déjà un certain prix à payer ...  "
12,2018-10-05,La Croix,548mots,LAMOUREUX Marine,Un rapport décisif sur le climat sera rendu public lundi,"    ...  publiées ces dernières années, élaborée par le Groupe d'experts intergouvernemental sur l'évolution du  climat, le Giec  autrement dit, des données scientifiques extrêmement précieuses pour faire le point sur la situation ...  "
13,2018-09-10,La Croix,1540mots,D'ABBUNDO Antoine; BOURBON Jean-Claude,"L'économie et l'écologie sont-elles conciliables ? Antoine Frérot PDG de Veolia, Corinne Lepage Avocate spécialisée dans la protection de l'environnement","    Trois ans après l'accord de Paris sur le  climat, la situation estelle aussi désespérée que certains l'affirment? Corinne Lepage: Je suis juriste, pas scientifique, mais toutes les études montrent ...  "
14,2018-10-09,La Croix,568mots,COCHEZ Pierre,« Changer les comportements est possible » Cécile Duflot Directrice générale d'Oxfam France,    ...  ministre. Quels sont les obstacles à surmonter pour le politique engagé sur le terrain du  climat? C. D.: Les politiques sont bien souvent convaincus que ces combats pour la planète sont impopulaires ...  
15,2018-11-30,La Croix,577mots,LAMOUREUX Marine,La COP24 s'ouvre le 2 décembre sous de mauvais auspices,"    ...  World Resources Institute. Et pourtant, selon l'Institut français des relations internationales, la 24e conférence  climat qui s'ouvre dimanche, pour deux semaines, en Pologne  « est la plus importante depuis celle de ...  "
16,2018-12-26,La Croix,536mots,GANNEVAL Romane,"Climat, la pétition pour traduire l'Etat en justice fait recette","    ...  France ont entamé une démarche visant à poursuivre en justice l'État français  « pour inaction  climatique » . Pour donner plus de chances à cette initiative d'aboutir, les quatre associations ont lancé, le ...  "
17,2018-12-04,La Croix,433mots,FOURNIER Lilas-Apollonia,Urgence climatique en Australie,"    ...  octobre d'un rapport alarmant du Giec (groupe d'experts intergouvernemental sur l'évolution du  climat des Nations unies), qui demande l'élimination progressive de la production d'électricité à partir du ...  "
18,2018-09-21,La Croix,1464mots,PEILLON Antoine,S'allier face à la montée de la mer,"    ...  en mars 2015, le climatologue Jean Jouzel remettait le cinquième volume de son rapport  Le  Climat en France au XXI e  siècle  au ministère du développement durable. Cette expertise collective (1) sonnait ...  "
19,2018-10-10,La Croix,648mots,LAMOUREUX Marine,"Climat, le « réveil citoyen » pourrait changer d'échelle","    ...  devrait gagner la rue ce samedi, à l'occasion d'une nouvelle marche pour le  climat, organisée dans toute la France, qui succède à celles du 8 septembre  (lire les repères) . Ce ...  "
20,2018-12-17,La Croix,572mots,VERDIER Marie,Le G20 est la bonne enceinte pour prendre le taureau par les cornes,    ...  pays réunis à Katowice en Pologne pour la 24e conférence de l'ONU sur le  climat se sont mis d'accord samedi 15 décembre sur un « manuel d'utilisation » du pacte adopté ...  
21,2018-10-23,La Croix,787mots,VERDIER Marie,"« Les actions en justice créent un mécanisme vertueux » Marta Torre-Schau Juriste, directrice du groupement de recherche ClimaLex du [...]","    ...  le réclament une centaine de juristes (1), pour se doter d'une justice pour le  climat? Marta TorreSchaub: Il est possible d'agir sans attendre un tel pacte, symboliquement très fort ...  "
22,2018-12-06,La Croix,717mots,LAMOUREUX Marine,Les émissions mondiales de CO2 repartent à la hausse,"    ...  en Pologne. Car, il y a quelques semaines, les experts de l'ONU sur le  climat (Giec) ont été très clairs: pour contenir le réchauffement  climatique sous les 2 °C, et plus ...  "
23,2018-09-14,La Croix,645mots,TAYLOR-ROSNER Noémie,La Californie vise 100 % d'énergie propre d'ici à 2045,"    ...  des décennies, la Californie vient à nouveau de frapper un grand coup contre le réchauffement  climatique. Son gouverneur Jerry Brown a signé lundi une nouvelle loi qui engage la cinquième puissance économique ...  "
24,2018-12-03,La Croix,132mots,,"La conférence sur le climat, la COP24, s'est ouverte le 2 décembre à Katowice, en Pologne. La communauté internationale doit [...]","        Le sommet sur le  climat, la COP 24, s'est ouvert dimanche 2 décembre à Katowice, dans le sud de la Pologne.La communauté internationale doit y finaliser l'accord de Paris ...  "
25,2018-10-15,La Croix,463mots,LAMOUREUX Marine,"Oui, les citoyens peuvent peser sur le politique","    ...  ont manifesté samedi dans toute la France au nom de la lutte contre le réchauffement  climatique, prolongeant la mobilisation de septembre. Dans une tribune publiée le même jour sur lacroix.com ...  "
26,2018-10-15,La Croix,494mots,ALEXANDRE Lucie,C'est le coeur même de la gouvernance qu'il faut transformer,"    ...  ont manifesté samedi dans toute la France au nom de la lutte contre le réchauffement  climatique, prolongeant la mobilisation de septembre. Dans une tribune publiée le même jour sur lacroix.com ...  "
27,2018-12-13,La Croix,688mots,SCHNEIDER Frédérique,Le rap au service de la Terre. Hatoumata Magassa Chef de projets entrepreneuriaux en lien avec l'Afrique,"    ...  inégalités, sans oublier la crise écologique. L'association a été primée au printemps par Génération  climat, programme de la Fondation pour la nature et l'homme (1). Ce programme offre une subvention ...  "
28,2018-10-16,La Croix,1246mots,CHARRIER Pascal; SERGENT Denis,L'Aude frappée par des inondations meurtrières,"    ...  sec et dont on ne se méfie pas »,  souligne Laurent Boissier, responsable de la mission  climat de l'assureur Generali, un géographe de formation, basé à Montpellier. «  En quelques minutes, on peut ...  "
29,2018-09-20,La Croix,847mots,LAMOUREUX Marine,"Transition écologique, comment s'y prendre ?",    ...  Et laisse échapper un flot de paroles trop longtemps contenues.  « Vous croyez que la situation  climatique s'accommode des petits pas? Vous croyez que l'état de la planète s'accommode des ...  
30,2018-09-21,La Croix,1129mots,DANCER Marie; D'ABBUNDO Antoine,"UE-Canada, premier bilan pour l'accord de libre-échange","    ...  faut repenser les politiques commerciales à la lumière de l'accord de Paris sur le  climat » , presse Mathilde Dupré. Et de renvoyer aussi au rapport d'experts français sur le Ceta, commandé ...  "
31,2018-10-11,La Croix,658mots,GUILLEMOLES Alain,Les Européens optent pour une demi-mesure sur la pollution des voitures,    L'Union européenne s'est donné des objectifs ambitieux sur le  climat. Mais passer à l'acte en en fixant des contraintes aux constructeurs automobiles se révèle beaucoup plus difficile. La démonstration ...  
32,2018-10-01,La Croix,603mots,PEILLON Antoine,L'Indonésie en première ligne des catastrophes naturelles,"    ...  l'Indonésie sera le pays le plus affecté par les inondations provoquées par le changement  climatique. En mai 2016, une étude réalisée sur la base des travaux du Groupe d'experts intergouvernemental ...  "
33,2018-10-15,La Croix,75mots,,"Climat, la mobilisation citoyenne peut-elle changer la donne?","        ... Climat, la mobilisation citoyenne peutelle changer la donne?  ...  "
34,2018-11-22,La Croix,675mots,BROSSEAU Anaïs,Le climat bouscule la pratique de la montagne,"    ... Le lien entre le réchauffement  climatique, la typologie et la fréquence des avalanches est communément admis parmi les scientifiques, bien qu'il soit  « difficile d'avoir des conclusions strictes en raison du ...  "
35,2018-11-27,La Croix,372mots,MARRONCLE Agnès,Un drôle de show scientifique,"    ...  à La Rochelle, dans le cadre d'un colloque scientifique sur les conséquences du changement  climatique sur les marais littoraux, organisé par l'université de la ville, le parc naturel régional du ...  "
36,2018-12-10,La Croix,267mots,Nicolas Molle (Drôme),Climat,"    ...  cours d'eau, et ce sera de plus en plus le cas avec le changement  climatique en cours ; 3. La centrale nucléaire a un fonctionnement régulier, elle n'est pas adaptée à ...  "
37,2018-09-08,La Croix,703mots,JURGENSEN Geneviève,Le cobra et les larmes,"    ...  chair, que si nous ne voulions pas crever de soif, il fallait prendre soin du  climat. Vite. L'été si sec, si chaud, nous a préparés à comprendre la colère, la frustration ...  "
38,2018-10-23,La Croix,130mots,Dominique Wallon (Yvelines),Climat,"    ...  pris connaissance de la « question du jour » dans l'édition du 15 octobre, sur le  climat :  «  La mobilisation citoyenne peutelle changer la donne ? »  (...) Le défi  climatique est bien sûr une urgence ...  "
39,2018-10-23,La Croix,161mots,,Enjeux climatiques. Chronologie. Quelques victoires judiciaires,"        ...  de l'aéroport de Vienne, faisant primer la protection contre les effets négatifs du changement  climatique. 25 janvier 2018 au Pakistan. Sur recours d'un agriculteur aux récoltes menacées, le tribunal de ...  "
40,2018-12-05,La Croix,344mots,TRANIE Julien,"Du Vatican à Katowice, en route vers la COP 24","    ...  SaintPierre du Vatican. Lancé en 2015 à l'occasion de la COP21, le  « pèlerinage  climatique »  vit là sa seconde édition. À l'époque, les pèlerins avaient rejoint Paris à pied, avec ...  "
41,2018-11-14,La Croix,896mots,D'ALANCON François,La Chine est-elle la grande bénéficiaire du basculement du monde?,"    ...  conseil des droits de l'homme de l'ONU, l'accord de Paris sur le  climat , au lieu de proposer une vision de l'avenir inclusive et coopérative et de souligner le ...  "
42,2018-12-24,La Croix,108mots,,"Plus de 1,5 million de signatures en faveur d'un recours contre l'État","        ...  pétition en ligne pour soutenir un recours en justice contre l'État français pour inaction  climatique avait recueilli plus de 1,5 million de signatures, dimanche 23 décembre, soit cinq jours après ...  "
43,2018-12-31,La Croix,1160mots,DE CHALUS Aglaé,"Au Brésil, la révolution Bolsonaro","    ...  la Constitution. Environnement Exploiter plutôt que protéger Engagé par l'accord de Paris sur le  climat, Jair Bolsonaro a menacé d'en sortir début septembre et a  « recommandé »  en novembre à Michel ...  "
44,2018-09-20,La Croix,24mots,,"Climat, petits pas ou big bang ?","        ... Climat, petits pas ou big bang ?  ...  "
45,2018-10-09,La Croix,305mots,GOUBERT Guillaume,Mauvais sens,"    ...  vent est favorable à ce que, par commodité, on nomme le populisme. Et, dans ce  climat, on comprend la satisfaction avec laquelle deux figures incarnant ce courant pour la France et l ...  "
46,2018-10-22,La Croix,288mots,René Bouchet (Alpes-Maritimes),Climat,"    Le tout récent rapport du Giec montre que pour limiter le réchauffement  climatique à 1,5 °C (objectif retenu lors de la conférence de Paris), les émissions de gaz carbonique devraient baisser ...  "
47,2018-11-22,La Croix,102mots,,Le climat à la montagne. Une évolution alarmante,"        ...  du massif du MontBlanc », décrites par Gaston Rébuffat en 1973, 95 itinéraires ont été modifiés par des effets liés au changement  climatique, dont 25 fortement, et deux ont totalement disparu.  ...  "
48,2018-11-22,La Croix,78mots,,L'État attaqué pour « inaction »,        ...  recours gracieux auprès de l'État pour  « inaction en matière de lutte contre le changement  climatique » . Le gouvernement a deux mois pour accéder à la demande du plaignant  « que la France mette ...  
49,2018-10-16,La Croix,768mots,LACUBE Nathalie,Chanteur sans chiqué,"    ... 'Ifremer, Laurent Chauvaud, qui travaille sur les saintjacques. Au regard de ce qu'elles indiquent sur l'état du  climat, selon lui, il est déjà trop tard pour la terre... »  ...  "
50,2018-09-14,La Croix,465mots,LAMOUREUX Marine,« Il faut une vraie force écologiste dans le paysage politique » Delphine Batho Députée des Deux-Sèvres et nouvelle présidente [...],"    ...  D'où le décalage considérable qui existe aujourd'hui entre l'accélération inouïe du dérèglement  climatique, de la destruction de la biodiversité, des impacts sur la santé, et la vie politique française ...  "
51,2018-10-09,La Croix,27mots,,"Climat, et maintenant ?","        ... Climat, et maintenant ?  ...  "
52,2018-10-22,La Croix,61mots,P. Boucher (Vendée),Climat,"    ...  le nucléaire ne sera pas un  « élément indispensable »  dans la lutte efficace contre le réchauffement  climatique, tant que nous n'aurons pas abouti dans la résolution de l'innocuité des déchets nucléaires ...  "
53,2018-09-14,La Croix,188mots,,"La Californie, chef de file des résistants à Donald Trump","        ...  Paris ratifié l'année précédente par son prédécesseur démocrate Barack Obama. Cet accord sur le  climat, signé en décembre 2015 par 190 pays, vise à maintenir l'augmentation de la température de ...  "
54,2018-10-13,La Croix,1018mots,FRAPPAT Bruno,Parmi les espèces menacées...,    ...  font que des heureux. Surtout si on les résume par la formule inexacte de « réchauffement »  climatique. Elle ne couvre qu'une partie du sujet. La bataille d'influence entre le présent agréable ...  
55,2018-12-27,La Croix,553mots,COCHEZ Pierre,Nous venons en aide à des États dépassés par les enjeux,"    ...  de la pétition en ligne, en soutien à un recours contre l'État pour « inaction  climatique », qui approche les deux millions de signataires. L'émission sera coanimée par Julie Gacon de France ...  "
56,2018-10-15,La Croix,141mots,,Courrier,"        Réchauffement  climatique Puisje rappeler que, grâce à sa politique énergétique, la France est, de très loin, le grand pays développé dont la production d'énergie électrique est la plus décarbonée, que ...  "
57,2018-12-27,La Croix,515mots,COCHEZ Pierre,"Les ONG peuvent-elles pallier les déficiences des États? Dans l'émission « Du grain à moudre », sur France Culture, jeudi [...]",    ... 'action. Cela leur donne une expertise. Les organisations qui interpellent les États sur le changement  climatique sont ellesmêmes souvent engagées au quotidien dans des programmes de lutte contre les effets de ...  
58,2018-10-10,La Croix,606mots,SERGENT Denis,La sécheresse menace l'agriculture et l'élevage,"    ...  3540 °C) » , poursuit Angélique Lemoine. Sans pouvoir affirmer que cela est dû au réchauffement  climatique, on constate que la sécheresse est un phénomène  climatique appelé à se répéter dans les années ...  "
59,2018-12-31,La Croix,471mots,WAINTROP Michel,La neige de culture et le réchauffement climatique,"    Face à la menace du réchauffement  climatique, certains observateurs du tourisme de montagne ont prédit un avenir sombre aux stations de moyenne altitude. Celles qui se trouvent entre 1 000 et 1 ...  "
60,2018-12-03,La Croix,467mots,TOSSERI Bénévent,"Dans le parc des Ecrins, les bergers modifient déjà les pratiques d'élevage","    ... 'Isère et les HautesAlpes, l'agriculture de montagne souffre déjà des effets du changement  climatique. Deux petits degrés de plus en trente ans ont modifié la gestion de l'herbe, principale ...  "
61,2018-12-31,La Croix,758mots,FERRE Jean-Luc,"Pour le surf, inquiétude au sommet de la vague","    ...  qu'elle ne peut plus s'entraîner chez elle, à San Diego, car le réchauffement  climatique lisse les vagues de l'océan à sa porte. Diplômée de biologie marine, elle connaît bien ...  "
62,2018-12-10,La Croix,1009mots,BOURBON Jean-Claude,Taxer le carbone ? Pas si simple !,"    ...  posait, en France, différemment. L'attention était tournée vers la COP24, la conférence sur le  climat, qui se tient en ce moment en Pologne. Mais le mouvement des « gilets jaunes » s'est ...  "
63,2018-11-26,La Croix,624mots,LAURENT Corinne,La réponse attendue d'Emmanuel Macron à la colère,"    ...  de la France en matière de politique énergétique. Place des énergies fossiles, pouvoir d'achat,  climat, santé et souveraineté: le chef de l'État va donner la feuille de route pour les ...  "
64,2018-11-28,La Croix,147mots,,Le Haut Conseil pour le climat,"        Installé mardi 27 novembre par Emmanuel Macron, le Haut Conseil pour le  climat, placé sous l'autorité du premier ministre, est chargé  « d'apporter un éclairage indépendant sur la politique du gouvernement ...  "
65,2018-11-19,La Croix,619mots,Noémie Taylor-Rosner,[femme pensait avoir choisi un environnement...],"    femme pensait avoir choisi un environnement sûr. Accentué par le réchauffement  climatique, le risque d'incendies concerne aujourd'hui de plus en plus de Californiens. Si le danger est particulièrement important au ...  "
66,2018-12-07,La Croix,258mots,REMOND Alain,Le silence des poissons,"    ...  principalement à la hausse de la température de l'eau. Ça s'appelle le réchauffement  climatique. D'après ce qu'on sait, aucun chercheur de l'Ifremer n'a vu de poisson ...  "
67,2018-09-11,La Croix,243mots,REMOND Alain,La sauterelle sautée,"    ...  même bien élevés) produit beaucoup moins de gaz à effet de serre, responsables du réchauffement  climatique, que les élevages porcins ou bovins. Bref: élever, cuisiner et manger des insectes, c'est on ...  "
68,2018-10-16,La Croix,1248mots,D'ABBUNDO Antoine,"Au Niger, le défi du développement rural","    ...  contexte d'une agriculture dépendante d'un régime des pluies fortement affecté par le changement  climatique » , résume Bagna Djibo, président de la Plate Forme paysanne du Niger qui fédère onze grandes organisations ...  "
69,2018-10-15,La Croix,191mots,F.-X. Schlienger (Bas-Rhin),Réchauffement climatique,"    ...  tout, accompagné de phénomènes tels que le rétré cissement des terres arables, la diminution des réserves d'eau potable et, bien sûr, en conséquence logique, un réchauffement  climatique sans cesse accru. (...)  ...  "
70,2018-12-04,La Croix,566mots,D'ABBUNDO Antoine,"L'Afrique, eldorado des énergies renouvelables","    ...  JeanJoseph Boillot. L'Afrique parviendratelle pour autant à concilier développement et défi  climatique en misant tout sur les énergies renouvelables?  « Elles peuvent y participer, mais une solution 100 % renouvelable ...  "
71,2018-11-19,La Croix,993mots,TAYLOR-ROSNER Noémie,"Partir ou rester, le dilemme des Californiens","    ...  Los Angeles, la jeune femme pensait avoir choisi un environnement sûr. Accentué par le réchauffement  climatique, le risque d'incendies concerne aujourd'hui de plus en plus de Californiens. Si le danger ...  "
72,2018-09-10,La Croix,158mots,,Petite bibliographie sélective,"        ...  la planète aux urnes,  par Dominique Bourg et Corinne Lepage. PUF (2017). Stop au dérèglement  climatique,  par Bruno Lamour, président du collectif Roosevelt. L'Atelier (2015). Pour éviter le chaos  climatique et ...  "
73,2018-10-09,La Croix,121mots,,"Hier, les scientifiques du Giec ont rendu public un rapport sur les impacts d'un réchauffement climatique à 1,5 °C et [...]","        ...  du GIEC ont rendu public un rapport très attendu sur les impacts d'un réchauffement  climatique à 1,5 °C et audelà.Limiter le réchauffement implique des transformations sociétales « sans précédents ...  "
74,2018-12-17,La Croix,109mots,,La France fait le service minimum,"        ...  obtenu  à la COP24  (...) .  La communauté internationale reste  engagée dans la lutte contre  le changement  climatique.  (...)  La France et l'Europe  doivent montrer la voie » , a déclaré Emmanuel Macron, dans un tweet ...  "
75,2018-12-12,La Croix,673mots,BROSSEAU Anaïs,Des campus durables. Elsa Tossé et Paul Célérier. Fondateurs de l'association Campus Market,"    ...  besoin »,  analyse Elsa Tossé. L'association a d'ailleurs été récompensée par le programme Génération  climat, de la Fondation pour la nature et l'homme (1). Elsa et Paul espèrent aussi éveiller ...  "
76,2018-10-22,La Croix,233mots,,Courrier,        Enseignement de l'arabe Je soutiens l'initiative du ministre Blanquer de vouloir développer l'enseignement de l'arabe au sein de l'éducation nationale. Voyons les faits. Notre ministre bouscule ...  
77,2018-10-29,La Croix,270mots,,Un climat de violence,"        ...  fusillade de samedi dans une synagogue de Pittsburgh est très lourd. Ce massacre témoigne du  climat de tension général au sein de la société américaine, alors que la campagne pour les élections ...  "
78,2018-10-23,La Croix,265mots,,Courrier,"  Climat (suite) (...) Le peuple aura toujours le pouvoir, c'est à nous de faire changer ce monde, à nous de faire plier ses lobbys. Réfléchissons chaque geste, chaque achat, changeons notre mode ...  "
79,2018-12-11,La Croix,659mots,LAMOUREUX Marine,Faire vivre l'écologie au Kivu,"    ...  récompensée par la Fondation pour la nature et l'homme, à travers son programme Génération  climat. « Ces soutiens sont très importants car il est parfois difficile d'agir sur place , souligne David ...  "
80,2018-12-17,La Croix,709mots,LAMOUREUX Marine,La COP24 se termine sur un accord a minima,"    ...  propos. Triste et cinglant rappel des obstacles inhérents à cette 24e édition de la conférence  climat, accueillie au coeur du bassin houiller de Silésie. À l'heure du bilan, personne ne semble ...  "
81,2018-11-29,La Croix,1165mots,CARASCO Aude,Informer en France en milieu hostile,"    ... 'élève pour défendre  « la presse et le journalisme » . « Beaucoup de représentants politiques sont responsables du  climat actuel du débat public » , estime Vincent Giret, directeur de France Info . On peut critiquer les médias ...  "
82,2018-12-10,La Croix,127mots,,Courrier,        Gilets jaunes (suite) (...) Le sentiment d'injustice face à la redistribution de nos richesses nationales passe inévitablement par une remise à plat de notre fiscalité: serpent de mer toujours repoussé car ...  
83,2018-09-27,La Croix,649mots,HOYEAU Céline,« Ne surtout pas confondre désespoir et désespérance »,"    ...  peut se le permettre. Ce suicide, à votre avis, estil un effet pervers du  climat de suspicion que certains prêtres dénoncent ? F. H.: Je ne veux pas entrer làdedans car ...  "
84,2018-10-10,La Croix,109mots,,Plus de 100 000 personnes rassemblées pour le climat le 8 septembre,"        Les marches pour le  climat, organisées le 8 septembre dernier à Paris et dans les principales villes de France, ont entraîné une mobilisation jamais vue dans le pays en matière de défense ...  "
85,2018-10-01,La Croix,122mots,René Poujol (Val-de-Marne),Climat,"    J'ai lu avec intérêt l'article du 20 septembre  «  Climat, petits pas ou big bang ? »,  qui pose bien les termes du débat qui agite notre pays à la suite de la ...  "
86,2018-10-24,La Croix,686mots,LAMOUREUX Marine,La France veut lutter contre la déforestation,"    ...  l'Ademe, soit 4,6 milliards de litres). Dès l'été 2017, dans son « plan  climat », Nicolas Hulot s'était saisi du sujet. L'axe 15 de ce plan ambitionne alors de ...  "
87,2018-09-27,La Croix,1180mots,LE PRIOL Mélinée,Des prêtres dans la la tourmente,"    ...  prix » ,  « Notre priorité est l'écoute des victimes » ) ,  plusieurs disent souffrir au quotidien d'un  climat de suspicion. L'un d'eux a ainsi découvert, cet été, accroché à un arbre près ...  "
88,2018-10-22,La Croix,256mots,Bernard Chandesris (Isère),Climat,"    Mon courrier fait suite à votre édition du 9 octobre :  «  Climat, et maintenant ? » . (...) Je propose trois mesures d'urgence qui sont à notre portée. 1. Inciter chaque citoyen et toutes les collectivités ...  "
89,2018-11-13,La Croix,162mots,,La députée Agnès Thill dénonce un « climat anxiogène » à LREM,"        ...  avait argué que  « l'Assemblée nationale n'est pas la France ».  Agnès Thill regrette un  «  climat anxiogène et délétère »  au sein du groupe lorsqu'il s'agit de la PMA, elle qui ...  "
90,2018-11-29,La Croix,69mots,,Le Brésil n'accueillera pas la COP25 en 2019,"        ...  nouveau président Jair Bolsonaro dit envisager un retrait de l'accord de Paris sur le  climat, renonce à organiser la COP25 en novembre 2019,  « en raison de restrictions budgétaires  (...)  et du processus ...  "
