,date,publication,words,author,title,intro
0,2015-12-13,Le Parisien,941mots,Frédéric Mouchon Avec Émilie Torgemen,"Notre planète, elle, a gagné","    ... C'est par un accord universel engageant les 195 nations réunies contre le réchauffement  climatique que s'est terminée hier soir la COP21. Qui en sort renforcé, qui perd ? Notre analyse.  ...  "
1,2015-11-29,Le Parisien,1096mots,Propos recueillis par Émilie TorgemenEt Frédéric Mouchon,"« Si nous n'y arrivons pas, ce sera très grave »","    ... Laurent Fabius, président de la conférence  climat  ...  "
2,2015-09-03,Le Parisien,464mots,Frédéric Mouchon,Orages : ce n'est que le début,"    ... MÉTÉO. Les pluies diluviennes et les vents violents qui ont marqué l'été pourraient se multiplier à l'avenir, selon les experts. Au banc des accusés : le réchauffement  climatique.  ...  "
3,2015-11-14,Le Parisien,1071mots,Propos recueillis par Frédéric Mouchon,"« Même vous, en France, vous n'êtes pas épargnés »","    ...  le décor. Le Prix Nobel de la paix met sa notoriété mondiale au service du  climat et ne néglige rien. Entouré d'experts du réchauffement, de musiciens et de célébrités venus exiger ...  "
4,2015-11-26,Le Parisien,462mots,Claudine Proust,Et la santé alors ?,"    ...  maladies infectieuses... Et si les discussions qui s'ouvriront lundi au Bourget autour du changement  climatique se penchaient aussi au chevet de nos maux, pour certains très quotidiens, handicapants et menaçants ? C ...  "
5,2015-11-26,Le Parisien,97mots,,Conférence sur le changement climatique,        La conférence mondiale (COP21) sur le  climat commence lundi prochain. La ville de ChevillyLarue organise à cette occasion une conférence sur le changement  climatique ce soir. La rencontre sera animée par ...  
6,2015-12-09,Le Parisien,374mots,Émilie Torgemen,« Montrez vos muscles pour le climat »,"    ...  Paris, l'interprète de « Terminator » s'est transformé en RoboCOP21, plaidant pour limiter le réchauffement  climatique. Au milieu des étudiants de Sciencespo, lundi, et hier encore auprès des ministres de la ...  "
7,2015-10-13,Le Parisien,284mots,N.P.,Plaine Commune sensibilise les patrons à l'écologie,"    COMMENT les entreprises peuventelles contribuer à la lutte contre le réchauffement  climatique ? A quelques semaines de la conférence sur le  climat qui débutera le 30 novembre au Bourget, l'agglomération Plaine ...  "
8,2015-11-25,Le Parisien,489mots,Thomas Poupeau,Le Sommet citoyen pour le climat toujours incertain,"    Une épée de damoclès plane audessus du Sommet citoyen pour le  climat, prévu à Montreuil les 5 et 6 décembre. Organisé en marge de la conférence sur le  climat (COP21) de ...  "
9,2015-10-14,Le Parisien,103mots,,Débat sur l'urgence climatique,"        ...  plus d'un mois du début de la COP 21, la conférence sur le réchauffement  climatique, plusieurs associations et ONG invitent à une soiréedébat aujourd'hui à la Maison des syndicats ...  "
