,date,publication,words,author,title,intro
0,2018-12-16,Le Parisien - Edition Principale ,599mots,,« Pourquoi ne pas créer une banque européenne du climat ? »,"        ...  Climatologue, et Pierre Larrouturou, Ingénieur Agronome Et Économiste Comment concilier justice sociale et sauvegarde du  climat ? C'est la grande question que pose la crise actuelle. Nous le savons tous, la taxe ...  "
1,2018-12-22,Le Parisien - Paris ,680mots,,Le carton de la pétition « climat »,"        ...  de l'annonce du retrait des EtatsUnis de l'accord de Paris sur le  climat, la formule prononcée par Emmanuel Macron avait fait mouche. Notamment auprès de tous ceux qui espèrent ...  "
2,2018-10-08,Le Parisien - Paris ,840mots,,DÉJÀ DES EFFETS dans l'Hexagone,"        ...  Frédéric Mouchon + 1,5 °C. Pour le Groupe d'experts intergouvernemental sur l'évolution du  climat (Giec), qui a rendu les conclusions de son nouveau rapport la nuit dernière, c'est l ...  "
3,2018-09-24,Le Parisien - Paris ,453mots,,Tous « engagés volontaires » pour le climat,        ...  ors de l'Hôtel de Ville de Paris sont pourtant devenus officiellement des « Volontaires du  climat » à cette occasion. Ce titre (et cette fonction) avait été proposé par la municipalité aux 73 ...  
4,2018-12-09,Le Parisien - Edition Principale ,943mots,,Une atmosphère de ville morte,"        ...  métros et des RER « à cause de la manifestation des Gilets jaunes ». « C'est un  climat anxiogène », déplore Irène, retraitée, qui s'apprête à prendre un train pour aller voir ses petits ...  "
5,2018-12-03,Le Parisien - Val d'Oise,589mots,@leparisien_95,Pierre Marcel défend la planète à coups de pinceau,"    ...  inspiré par la nature, a été sélectionné par l'ONG Alliance Mondiale Art pour le  Climat. Cet organisme s'est donné pour mission d'encourager les artistes francophones qui s'engagent au ...  "
6,2018-12-03,Le Parisien - Paris ,443mots,Aline Gérard,"La COP24 en Pologne, un coup pour rien ?","    ...  on attend ? Faute de combattants, la 24 e conférence de l'ONU (COP24) sur le  climat, qui s'est ouverte hier à Katowice, en Pologne, est partie pour être une COP pour ...  "
7,2018-12-06,Le Parisien - Oise,127mots,,"A Beauvais aussi, on marche pour le climat","        ...  à Paris et dans de nombreuses villes dans le monde, Beauvais va marcher pour le  climat, dimanche. Les organisateurs entendent ainsi sensibiliser l'opinion et les pouvoirs publics aux risques entraînés par ...  "
8,2018-12-01,Le Parisien - Paris ,660mots,,"MAXIME, LE VÉGÉTARIEN HEUREUX","        ...  début, c'est un peu compliqué. » C'est pour avoir un moindre impact sur le  climat et... par amour que le jeune homme a modifié son alimentation. Charlotte, sa petite amie, a ...  "
9,2018-12-26,Le Parisien - Paris ,553mots,,"1,6 million de signatures et maintenant ?","        ...  une écolo de la première heure et, pourtant, elle a signé la pétition pour le  climat « L'Affaire du siècle », lancée mardi par quatre ONG pour soutenir une action contre l'Etat ...  "
