,date,publication,words,author,title,intro
0,2016-04-13,Les Echos,517mots,PIERRICK FAY,Le climat dangereux pour les actifs financiers,"    ...  se sont petit à petit éteintes et avec elles la prise de conscience du risque  climatique, considéré comme trop lointain par des investisseurs soudain obnubilés par des risques géopolitiques devenus eux bien ...  "
1,2016-04-04,Les Echos,545mots,LAURENCE BOISSEAU,Le risque climatique fera bientôt son entrée aux assemblées générales en France,    ... Total a échappé de justesse au dépôt d'une résolution externe par PhiTrust sur le risque  climatique.  ...  
2,2016-04-18,Les Echos,637mots,,Les marchés financiers au service de l'action climatique,"        ...  présidence française de la COP21 a dépensé autant d'énergie à mettre la question du  climat à l'agenda du G20. Pour la première fois, la question du  climat est désormais à ...  "
3,2016-01-21,Les Echos,759mots,MARIE-JOSEE COUGARD,L'agriculture de plus en plus chahutée par les caprices du mercure,    ... Les animaux autant que les plantes doivent s'adapter au réchauffement  climatique. Des pans entiers de l'économie agricole sont à repenser.  ...  
4,2016-04-20,Les Echos,830mots,ANNE FEITZ,Patrick Pouyanné : « Total va intégrer un nouveau métier : l'électricité »,"    ...  vente aux clients finaux, notamment professionnels. Enfin, il nous faut intégrer le défi du changement  climatique, et l'évolution du mix énergétique qui va en découler : les prévisions de l'Agence internationale ...  "
5,2016-01-22,Les Echos,1025mots,JOEL COSSARDEAUX,COP21 : le dur retour à la réalité après l'euphorie du Bourget,"    ... 'en 2020 si l'accord de Paris a tenu ses promesses. Pour cela, les cinq années qui viennent doivent être mises à profit pour préciser les nouvelles règles du combat  climatique.  ...  "
6,2016-01-14,Les Echos,837mots,JOSEPH STIGLITZ,Le retour du commerce administré menace le libre-échange,"    ... L'accord sur le  climat ou la création d'une nouvelle banque de développement par les BRICS l'an dernier vont influer sur 2016. Mais le vrai enjeu, moins médiatique, ce sont ...  "
7,2016-04-27,Les Echos,630mots,,Réinventons nos façons d'habiter pour sauver le climat,"        ...  part du nucléaire et un développement massif des énergies renouvelables. Mais, face à l'urgence  climatique et à l'épuisement des ressources naturelles, l'enjeu est aussi d'agir sur notre consommation ...  "
8,2016-04-28,Les Echos,371mots,JOEL COSSARDEAUX,"Le climat, première « peur environnementale »","    ...  font couler beaucoup d'encre depuis un an. Une personne sur deux place le changement  climatique (26 %) et la pollution de l'air (25 %) en tête de ses inquiétudes écologiques, selon la ...  "
9,2016-02-26,Les Echos,482mots,PAUL MOLGA,Climat : le vignoble français en quête de solutions pour prévenir le coup de chaleur,    ... Les viticulteurs s'inquiètent des conséquences du réchauffement  climatique. Irrigation et sélection variétale figurent au premier plan de leur stratégie d'adaptation.  ...  
10,2016-01-05,Les Echos,525mots,GABRIELLE SERRAZ,Sports d'hiver : les stations démarrent enfin la saison,    ...  premiers flocons cette année et l'inquiétude persistante sur l'enneigement et le réchauffement du  climat poussent certains à remettre en question le modèle même des grandes usines à ski. Dans un ...  
11,2016-01-19,Les Echos,356mots,JEAN-MARC JANCOVICI,Victoire ! Tout reste à faire,"    ...  COP21. Victoire, assurément, pour avoir rassemblé autant de chefs d'Etat sur le thème du  climat. Victoire, aussi, pour avoir produit un traité qui respecte le formalisme onusien, même si, pour l ...  "
