,date,publication,words,author,title,intro
0,2014-09-24,Le Parisien,357mots,Frédéric Mouchon,"Climat et pollution, un cocktail détonant",    /informations/climatetpollutionuncocktaildetonant240920144158563.php  ...  
1,2014-09-20,Le Parisien,647mots,Propos recueillis par Frédéric Mouchon,« On ne peut plus s'abriter derrière l'excuse de l'ignorance »,"    ... ignorance200920144149205.php À LA VEILLE d'une marche mondiale pour le  climat, l'écologiste Nicolas Hulot appelle à la mobilisation générale.   A quoi bon participer à une marche ...  "
2,2014-10-12,Le Parisien,363mots,Philippe Martinat,"Schwarzy à Paris, ça déménage !","    ...  TORNADE qui s'est abattue ce weekend sur Paris ne doit rien au dérèglement  climatique. Ou plutôt si, puisque Arnold Schwarzenegger a décidé de mettre sa notoriété au service de la ...  "
3,2014-09-20,Le Parisien,312mots,Frédéric Mouchon,C'est maintenant qu'il faut se mobiliser pour le climat,"    ...  à Paris et dans les capitales du monde entier, Nicolas Hulot, devenu ambassadeur pour le  climat, appelle les citoyens et les politiques à agir./informations/cestmaintenantquilfautse ...  "
4,2014-12-15,Le Parisien,423mots,Ch.B.,Accord sur le climat avant le sommet de Paris,"    ...  LE PLAN  du suspense et du stress, la vingtième conférence de l'ONU sur le  climat, qui s'est achevée hier à Lima (Pérou), a tenu ses promesses. Il a fallu deux ...  "
5,2014-09-06,Le Parisien,396mots,Frédéric Mouchon,Toujours plus de pluie !,"    ... Climat. Des pluies fréquentes, des hivers doux et des étés plus chauds. Un rapport remis à Ségolène Royal prédit la météo en France pour les prochaines années./informations/toujoursplusdepluie ...  "
6,2014-10-10,Le Parisien,380mots,Frédéric Mouchon,Unes,"    ...  sera la vedette, aujourd'hui et demain, du premier sommet mondial des régions pour le  climat organisé à Paris. A l'initiative de l'association R 20 (Regions of Climate Action), fondée ...  "
7,2014-11-29,Le Parisien,405mots,Propos recueillis par F.M.,« Cette année restera dans les annales »,    ...  plus élevée de la période 19592014. Fautil y voir les effets du réchauffement  climatique ? 2014 figurera dans le top 3 des années les plus chaudes en France depuis 1900. Même ...  
8,2014-12-03,Le Parisien,445mots,Alexandre Arlot,"Après François Hollande, le roi de Suède rend visite à la maire de Paris",    ...  devenu en 1818 roi de Suède sous le nom de Charles XIV Jean.  Le réchauffement  climatique en débat « La tradition veut que les grands de ce monde en visite d'Etat à ...  
9,2014-09-21,Le Parisien,87mots,,Ils vont marcher pour le climat,        /informations/ilsvontmarcherpourleclimat210920144151579.php  ...  
10,2014-10-01,Le Parisien,81mots,,Schwarzie tête d'affiche pour le climat,        /espacepremium/actu/schwarzietetedaffichepourleclimat011020144177957.php  ...  
11,2014-09-25,Le Parisien,75mots,,Rencontre autour du climat,        /espacepremium/seinesaintdenis93/rencontreautourduclimat250920144162015.php  ...  
12,2014-11-06,Le Parisien,90mots,,Devenez acteur du plan climat,        /espacepremium/valdoise95/devenezacteurduplanclimat061120144268963.php  ...  
13,2014-09-22,Le Parisien,121mots,É.T.,Ils ont marché pour le climat,    /informations/ilsontmarchepourleclimat220920144153467.php  ...  
14,2014-10-25,Le Parisien,105mots,,L'Europe trouve un accord sur le climat,        /informations/leuropetrouveunaccordsurleclimat251020144240063.php  ...  
15,2014-11-19,Le Parisien,46mots,,Tout sur le réchauffement climatique,"        Le  climat et son évolution seront au coeur de la vidéoconférence organisée ce soir à BoussySaintAntoine. Jacques Exbalin, président de l'association écologiste locale GRATE et auteur de trois ouvrages ...  "
16,2014-12-11,Le Parisien,518mots,Hélène Haus,Evelyne Dhéliat veut provoquer un déclic,"    ... réaliste. « L'idée m'a tout de suite emballée. On a beaucoup parlé du réchauffement  climatique il y a quelques années, mais la crise économique a éclipsé le problème. Les Français ont ...  "
17,2014-09-20,Le Parisien,85mots,,Le calendrier,"        /espacepremium/faitdujour/200920144149483.php DEMAIN. « Paris marche pour le  climat ».  Alors que des marches similaires auront lieu simultanément à New York, Londres, Berlin, Rio ou Vancouver ...  "
18,2014-12-11,Le Parisien,333mots,Propos recueillis par F.M.,« On va enfin pouvoir agir collectivement »,"    Les Français ontils suffisamment conscience des conséquences du changement  climatique en cours ? Ségolène royal . Il y a vingt ans que les experts nous alertent, mais peu de décisions ont été prises ...  "
19,2014-11-27,Le Parisien,565mots,Éric Hacquemand,L'OPA de Hollande sur l'écologie,    ...  lancer un appel à la mobilisation générale pour la réussite de la conférence sur le  climat prévue en décembre 2015 à Paris. C'est la clé de voûte de l'offensive écolo ...  
20,2014-09-20,Le Parisien,480mots,F.M.,"Et nous, que pouvons-nous faire ?","    ...  FRANÇAIS émet en moyenne 9 t de CO  2  chaque année. Pour éviter que le  climat ne se dérègle davantage, il faudrait diviser par 4 nos émissions d'ici à 2050. L ...  "
21,2014-09-18,Le Parisien,175mots,Ph.M.,L'ancien maire de New York reçu par Anne Hidalgo,    ... Hidalgo et Bloomberg préparent le sommet  Climat/espacepremium/paris75/lancienmairedenewyorkrecuparannehidalgo180920144143753.php  ...  
22,2014-12-02,Le Parisien,132mots,,Réchauffement entre EELV et PC,"        Le  climat se réchauffe y compris... dans l'enceinte de l'hôtel du département. Explications : Jacques Perreux, conseiller général EELV, vient de se voir confier une mission par le président PC du ...  "
23,2014-12-11,Le Parisien,374mots,Hélène Haus et Frédéric Mouchon,"Brûlant, le bulletin météo de 2050","    ...  Entre aujourd'hui et 2050, un été sur quatre sera caniculaire. » Alors que la conférence  climatique de Lima (Pérou) s'achève demain, l'Organisation météorologique mondiale (OMM) a invité des présentateurs météo ...  "
24,2014-11-29,Le Parisien,601mots,Frédéric Mouchon,"En 2014, une météo déchaînée et meurtrière","    ...  aprèsmidi, à l'issue de la conférence environnementale, que « la lutte contre le dérèglement  climatique serait grande cause nationale en 2015 ». Au même moment, le Var procédait à un décompte macabre ...  "
25,2014-11-03,Le Parisien,116mots,,La Terre en surchauffe,"        ...  depuis 800 000 ans », selon le Giec (Groupe intergouvernemental d'experts sur l'évolution du  climat), qui rendait hier son cinquième rapport depuis 1990 sur l'état des connaissances mondiales sur le ...  "
26,2014-12-14,Le Parisien,122mots,,Société express,        ... 'obtenir un consensus entre pays riches et pays en développement sur la question du réchauffement  climatique. Cette conférence de l'ONU sur le  climat devait se terminer vendredi mais s'est prolongée ...  
27,2014-09-17,Le Parisien,87mots,,DiCaprio messager de la paix de l'ONU,"        ...  messager de la paix » des Nations unies avec, pour priorité la lutte contre le réchauffement  climatique. Le héros de « Titanic », qui a créé en 1998 une fondation pour promouvoir la protection de ...  "
28,2014-12-03,Le Parisien,435mots,Alexandre Arlot,"Après François Hollande, le roi de Suède rend visite à Anne Hidalgo","    ...  compagnie du chef de l'Etat un colloque au Collège de France sur le thème «  Climat et environnement : l'Europe peutelle relever le défi ? », Charles XVI Gustaf sera accueilli à la ...  "
29,2014-11-30,Le Parisien,499mots,Philippe Martinat,Hollande face au cactus africain,"    ...  pour l'installation d'un centre Pasteur, est un signal fort de solidarité. Le réchauffement  climatique.  C'est en Afrique que les conséquences du changement de  climat pourraient être les plus dramatiques ...  "
30,2014-10-24,Le Parisien,359mots,Frédéric Mouchon,Où sont les oiseaux migrateurs ?,"    ...  année, alors qu'il devrait y en avoir des milliers. » « Sous l'influence du changement  climatique, ces espèces ont tendance à descendre moins au sud que par le passé et à rester ...  "
31,2014-09-20,Le Parisien,86mots,,les clés,"        ...  3,5 oC  de température moyenne d'ici à 2100 en France et + 5 oC en été,  selon les experts du Groupe d'experts intergouvernemental sur l'évolution du  climat (Giec).   ...  "
32,2014-12-07,Le Parisien,518mots,Éric Hacquemand,Voeux marins pour Hollande,"    ...  Français » sur TF 1 en novembre, à laquelle Hollande ajoutera la lutte contre le réchauffement  climatique en vue de la conférence sur le  climat prévue à Paris en décembre 2015. Au moins ...  "
33,2014-11-13,Le Parisien,301mots,Frédéric Mouchon,Climat : les bonnes intentions de la Chine et des Etats-Unis,    /informations/climatlesbonnesintentionsdelachineetdesetatsunis131120144286939.php  ...  
34,2014-12-07,Le Parisien,508mots,Frédéric mouchon,Des espèces exotiques chez nous,"    ... RÉCHAUFFEMENT  CLIMATIQUE. Ses effets se font sentir de plus en plus sur la faune et la flore de notre pays. Avec l'apparition d'insectes, d'oiseaux, de plantes ou de poissons ...  "
35,2014-12-28,Le Parisien,682mots,Propos recueillis par Raphaël Porier,Nicolas Vanier : « Il n'est pas trop tard pour agir »,"    ...  sur son « Odyssée sauvage », diffusée ce soir à 20 h 50 sur M 6. Un périple de 6 000 km à travers les étendues glacées et perturbé par le réchauffement  climatique.  ...  "
36,2014-10-01,Le Parisien,405mots,Sébastien Thomas,« J'ai apaisé le climat politique à Montreuil »,"    ... Patrice Bessac, maire PC de Montreuil/espacepremium/seinesaintdenis93/jaiapaiseleclimatpolitiqueamontreuil011020144177471.php  ...  "
37,2014-11-03,Le Parisien,342mots,Aurélie Selvi,« On travaille dans un climat de plus en plus agressif »,"    ...  Sonia, conseillères au Service pénitentiaire d'insertion et de probation/espacepremium/valdemarne94/ontravailledansunclimatdeplusenplusagressif031120144260415.php  ...  "
38,2014-09-04,Le Parisien,245mots,Martine Chevalet,« Ça rajoute au mauvais climat »,    ... Un député PS/espacepremium/faitdujour/carajouteaumauvaisclimat040920144108319.php  ...  
39,2014-09-04,Le Parisien,98mots,,Micro-Climat au parc de Rentilly,        /espacepremium/seineetmarne77/microclimatauparcderentilly040920144108263.php  ...  
40,2014-12-11,Le Parisien,191mots,,Les clés,"        ...  que « toutes les mesures n'ont pas été prises au niveau mondial pour freiner le dérèglement  climatique » ces dix dernières années, selon un sondage Ifop pour l'Agence française du développement.  ...  "
41,2014-10-08,Le Parisien,417mots,Frédéric Mouchon,Inondations à répétition,"    ...  tombé en septembre », détaille le prévisionniste de Météo France Patrick Gallois.  D'après le bilan  climatique de Météo France, « la pluviométrie de cet hiver 20132014 est la plus élevée depuis 1959 ...  "
42,2014-11-19,Le Parisien,377mots,Frédéric Mouchon,Si on changeait les règles du bonus automobile ?,    ...  qu'un véhicule neuf émettant peu de gaz à effet de serre (responsable du réchauffement  climatique) bénéficie d'une prime à l'achat (le bonus) tandis qu'un gros moteur émetteur de ...  
43,2014-12-18,Le Parisien,303mots,Régis Lefèvre,Afflux de mouettes sur les bords de la rivière,"    ... Aucun lien apparent avec le réchauffement  climatique « Ces oiseaux, contrairement à une idée reçue, sont peu migrateurs. Depuis quelque temps, ils ont tendance à rester dans la région », poursuit le spécialiste. Qui ...  "
44,2014-10-05,Le Parisien,470mots,Propos recueillis parCarine Didier,« J'ai toujours eu peur du chômage »,"    ...  économies d'énergie...  Qu'estce qui vous révolte : la hausse des impôts, le réchauffement  climatique, les scandales politicofinanciers ? Je n'aime pas trop l'idée de révolte. Je suis plus ...  "
45,2014-10-03,Le Parisien,377mots,J.-G. b.,Bagarres et gaz lacrymo au nouveau collège Dora-Maar,    ... Les profs du collège intercommunal exercent leur droit de retrait depuis mercredi. Ils dénoncent un  climat violent et des travaux non terminés./espacepremium/seinesaintdenis93/bagarresetgazlacrymo ...  
46,2014-12-17,Le Parisien,158mots,,Climat : Hulot espère l'aide du pape,"        NICOLAS HULOT ne voit pas meilleur ambassadeur pour le  climat que le pape François. Lors d'une visite au Vatican hier, l'envoyé spécial du président de la République française pour la ...  "
47,2014-12-14,Le Parisien,403mots,Rosalie Lucas,Fausse note pour Hollande,"    ... Climat économique favorable selon ses proches Mais Fitch estime que les perspectives économiques de la France sont « faibles ». Si, pour l'instant, certains économistes estiment que l'impact de cette dégradation de ...  "
48,2014-11-10,Le Parisien,300mots,Didier Micoine,Le retour de la guerre des chefs à l'UMP,"    ... Climat détestable à trois semaines du congrès Mais la tentative de « déstabilisation et de complot », pour reprendre les termes de Fillon, pourrait aussi venir d'ennemis au sein de la droite. « Mais ...  "
49,2014-11-29,Le Parisien,329mots,Fl.G.,Haro sur le diesel,"    ...  électriques et hybrides rechargeables sera préservé jusqu'à la fin du quinquennat ». Alors que le  climat sera en 2015 « grande cause nationale », comme l'a souhaité François Hollande, et que la France ...  "
50,2014-09-10,Le Parisien,417mots,Florence Méréo,"Wissous, la ville où l'islam est pointé du doigt","    ...  le maire UMP Richard Trinquier a tenté de prendre un arrêté antivoile cet été, le  climat est devenu très pesant pour la centaine d'habitants musulmans, harcelés dans la rue ou sur ...  "
51,2014-11-27,Le Parisien,484mots,Vincent Vérier,"Vivre et travailler à Bordeaux, les salariés en rêvent...","    ...  L'étude montre que cet argument est le plus déterminant, juste devant celui d'un  climat plus favorable, pour motiver un salarié à changer de commune. « En pleine crise économique, cela se ...  "
52,2014-12-06,Le Parisien,736mots,Propos recueillis par Laurent Pruneta,« Gravé à jamais dans mon coeur »,"    ...  un but brestois. Comme une explosion... En quatre ans, j'ai appris à apprécier le  climat breton. La pluie, le vent, c'est un bon temps pour jouer au foot et s ...  "
53,2014-12-20,Le Parisien,524mots,Maylis Jean-Préau et Armelle Parion,"A Toulouse, un procès sur fond d'insécurité","    ...  le père de la victime, au sortir de l'audience. Habitants et commerçants dénoncent un  climat tendu Le duo d'agresseurs est désormais devenu le symbole de la montée de l'insécurité ...  "
54,2014-09-16,Le Parisien,220mots,T.B.,Une autre affaire embarrassante,    ... Les étudiants sont très lucides sur les mécanismes à l'oeuvre : « Il y avait un  climat d'autorité [...] Il y avait une soumission attendue. [...] Il y a eu des actes dégradants. [...] Ça ...  
55,2014-12-26,Le Parisien,499mots,Quentin Laurent,Des faux salariés infiltrés pour espionner leurs collègues,"    ...  a seize rapports qui ont été établis par ces trois implants. Ils rendent compte du  climat dans l'entreprise, parlent des salariés. Mais le plus gros du travail concerne les syndicats » internes ...  "
56,2014-11-28,Le Parisien,544mots,Ronan Folgoas,"Brandao, une sentence qui fera date","    ... En guise de justification, le président a évoqué le  climat de violence qui règne habituellement autour des terrains de football. Comme si la peine infligée à l'ancien joueur de l'OM ...  "
57,2014-09-14,Le Parisien,251mots,Michel Valentin,Aux racines de « Psychose »,"    ... Un  climat lourd et poisseux « Bates Motel », diffusé pour la première fois sur une chaîne gratuite (D 17, 20 h 50), raconte donc l'adolescence de Bates qui coule des jours pas ...  "
58,2014-10-21,Le Parisien,266mots,Olivier Bernard et Yves Leroy,"Crachats et insultes, on sait recevoir à Nicosie","    ...  De l'intérieur, en revanche... « Ce qui m'avait marqué et qui est révélateur du  climat auquel on avait fait face, c'est qu'on recevait des crachats des tribunes, raconte l ...  "
59,2014-10-23,Le Parisien,438mots,Rosalie Lucas et Philippe Martinat,"Au PS, c'est vraiment la guerre",    ...  l'ancien ministre Benoît Hamon à l'encontre de Valls et Hollande ont embrasé un  climat déjà tendu par le refus des frondeurs de voter le budget. Ambiance délétère./espacepremium/actu ...  
60,2014-11-28,Le Parisien,156mots,Textes : Frédéric Mouchon,"Chiche, soyons exemplaires...","    ... ENVIRONNEMENT. Hier, François Hollande a confirmé ses ambitions, notamment sur le  climat. Les écologistes le prennent au mot et lui suggèrent les mesures à mettre en place d'urgence.  ...  "
61,2014-12-02,Le Parisien,381mots,Philippe Martinat,Malaise au sein de la francophonie,"    ...  semblé plus préoccupé de préparer, à travers la francophonie, le succès du sommet sur le  climat qui aura lieu à Paris en 2015. Auraitil troqué la francophonie contre un engagement du ...  "
62,2014-12-05,Le Parisien,284mots,J.-G.B.,Emotion après le suicide d'un cadre en charge du dossier,    ...  réunion du comité d'hygiène et de sécurité (CHSCT) et certains sont tentés de faire le lien entre ce geste extrême et le  climat en mairie depuis le changement de majorité.  ...  
63,2014-12-11,Le Parisien,173mots,H.H.,Effrayant mais réaliste,"    ...  des laboratoires de Météo France. « Pour rédiger ce bulletin, nous avons étudié plusieurs modèles de  climat, explique David Salas y Melia, chercheur au CNRMGame. Et nous avons effectué une synthèse de ...  "
64,2014-12-16,Le Parisien,380mots,Daniel Rosenweg,L'hôpital public se prépare à faire face à la grève des médecins,"    ... Climat d e tension De la grève illimitée des médecins urgentistes à l'hôpital, prévue le 22 décembre, à la fermeture des cliniques le 6 janvier, en passant par l'arrêt de ...  "
65,2014-10-31,Le Parisien,368mots,Hélène Hannon,L'école ferme à cause de voisins agressifs,"    ...  La municipalité a bien posé un grillage et tenté de raisonner la famille mais le  climat s'est dégradé au fil des mois. « Ces gens sont très souvent alcoolisés, poursuit le maire ...  "
66,2014-09-15,Le Parisien,719mots,Propos recueillis parFrédéric Mouchon,« La prévention des risques doit être renforcée »,"    ...  les risques d'inondation dans l'Hexagone ? Il est clair que les effets du changement  climatique, avec l'élévation du niveau moyen des mers et la multiplication probable des fortes tempêtes, vont ...  "
67,2014-10-10,Le Parisien,378mots,Rosalie Lucas et Frédéric Mouchon avec B.C.,"Les routiers menacent, le gouvernement recule","    ... 'a pas de vision globale de ce que doit être la lutte contre le réchauffement  climatique, et c'est très inquiétant pour la loi sur la transition énergétique », poursuit Pascal Durand. Royal ...  "
68,2014-10-10,Le Parisien,99mots,,L'eau remplace le charbon,"        ...  mégapole dépend quasi uniquement de centrales au charbon, très polluantes et catastrophiques pour le réchauffement  climatique, sa consommation d'électricité double tous les sept ans. Six barrages ont donc été installés sur ...  "
69,2014-12-04,Le Parisien,99mots,M.V.,C'est le froid qui a tué les mastodontes,"    ...  que l'on croyait. Les mammifères géants et les humains n'ont donc que très peu cohabité, et auraient été victimes du refroidissement  climatique général, il y a 75 000 ans.  ...  "
70,2014-12-11,Le Parisien,53mots,,"Chaude, la météo de... 2050 !","        ... °C à Nîmes, 42 °C à Lyon, 41 °C à Toulouse... Alors que la conférence  climatique de Lima s'achève demain, des présentateurs du monde entier ont montré, d'après des projections ...  "
71,2014-09-03,Le Parisien,89mots,,Les anti- EuropaCity se mobilisent,"        ...  et des militants écologistes). Le but de ce « village des alternatives » ? « Lutter contre le changement  climatique et mettre en oeuvre la transition écologique et sociale, en montrant au grand public un maximum ...  "
72,2014-09-07,Le Parisien,129mots,Y.J.,Des sculptures accueillies avec précaution,"    ...  histoire de répartir le poids, « pour que le bâtiment résiste », indiquent les organisateurs. Un caisson  climatique a été réalisé spécialement pour qu'un portrait peint de Charles IV soit mieux protégé. Il ...  "
73,2014-10-27,Le Parisien,97mots,,Emission spéciale sur la forêt la plus infestée de tiques,"        ...  le plus infesté de tiques en IledeFrance. Cette invasion est due au réchauffement  climatique, mais aussi à la prolifération des écureuils de Corée qui lui permettent de se nourrir facilement ...  "
74,2014-10-28,Le Parisien,161mots,,Société express,"        ... La lutte contre le changement  climatique  n'est « pas sans espoir » : le mot d'ordre a été lancé hier par Rajendra Pachauri, président du Groupe d'experts de référence sur le réchauffement ...  "
75,2014-11-12,Le Parisien,123mots,,L'université ouverte s'intéresse aux typhons,"        ... il être considéré comme le plus intense de l'ère contemporaine ? Ou encore, le réchauffement  climatique atil déjà produit une augmentation du nombre de supers typhons extrêmes ?  Demain, à 18 ...  "
76,2014-12-26,Le Parisien,130mots,Thierry Borsa,Pouvoir d'achat,    Les alertes sur le réchauffement  climatique dû en grande partie à l'utilisation des énergies fossiles n'y font rien. Poussée par les pays qui détiennent les gisements d'hydrocarbures et dopée ...  
77,2014-09-20,Le Parisien,28mots,,Unes,        /informations/200920144149723.php Environnement Des gestes simples contre le réchauffement  climatique (Pages 10 et 11)   ...  
78,2014-10-27,Le Parisien,385mots,Renaud Baronian,Stephen King fait trembler son dôme,"    ...  extrêmes, révèle Neal Baer. Under the Dome aborde aussi beaucoup d'autres thématiques : le bien et le mal, la vie quotidienne dans une petite ville américaine, le changement  climatique, l'adolescence... »   ...  "
79,2014-12-02,Le Parisien,106mots,,Les Mardis de l'eau redémarrent,"        ...  La saison 20142015 démarre ce soir à Créteil, sur le thème de l'urgence  climatique. Une quinzaine de soirées avec conférences, débats et films sont programmées pour parler de précarité énergétique ...  "
80,2014-12-23,Le Parisien,191mots,A.G.,Valdampierre enseveli sous la boue !,    C'EST UNE CATASTROPHE   climatique comme même les anciens n'en avaient jamais vue qui a frappé Valdampierre le 20 septembre dernier. Tandis qu'un orage d'une rare violence s'abattait ...  
81,2014-09-22,Le Parisien,51mots,,Météo,"        ...  D'HIER A Morlaix, les agriculteurs bretons sontils allés trop loin ?  OUI : 57,2 % NON : 42,8 % 10 776 internautes ont voté  VIDéO « Contre le réchauffement  climatique, écouter les enfants »   ...  "
